iso3,year,cow_code,toa,legal_origin,dur_rat1membership,equalindx_WoL,country_names
GIN,1937,438,1960,2,NA,NA,Guinea
GMB,1937,420,2000,1,NA,NA,Gambia
GNB,1937,404,1977,2,NA,NA,Guinea-Bissau
GNQ,1937,411,2001,2,NA,NA,Equatorial Guinea
GRC,1937,350,1984,2,NA,NA,Greece
GTM,1937,90,1960,2,NA,NA,Guatemala
GUY,1937,110,1975,1,NA,NA,Guyana
HND,1937,91,1960,2,NA,NA,Honduras
HRV,1937,344,1991,3,NA,NA,Croatia
HTI,1937,41,1976,2,NA,NA,Haiti
HUN,1937,310,1961,3,NA,NA,Hungary
IDN,1937,850,1999,2,NA,NA,Indonesia
IND,1937,750,1960,1,NA,NA,India
IRL,1937,205,1999,1,NA,NA,Ireland
IRN,1937,630,1964,2,NA,NA,Iran
IRQ,1937,645,1959,2,NA,NA,Iraq
ISR,1937,666,1959,1,NA,NA,Israel
ITA,1937,325,1963,2,NA,NA,Italy
JAM,1937,51,1975,1,NA,NA,Jamaica
JOR,1937,663,1963,2,NA,NA,Jordan
JPN,1937,740,NA,3,NA,NA,Japan
KAZ,1937,705,1999,2,NA,NA,Kazakhstan
KEN,1937,501,2001,1,NA,NA,Kenya
KGZ,1937,703,1992,2,NA,NA,Kyrgyzstan
KHM,1937,811,1999,2,NA,NA,Cambodia
KOR,1937,732,1998,3,NA,NA,South Korea
KWT,1937,690,1966,2,NA,NA,Kuwait
LAO,1937,812,2008,2,NA,NA,Laos
LBN,1937,660,1977,2,NA,NA,Lebanon
LBR,1937,450,1959,1,NA,NA,Liberia
LBY,1937,620,1961,2,NA,NA,Libya
LKA,1937,780,1998,1,NA,NA,Sri Lanka
LSO,1937,570,1998,1,NA,NA,Lesotho
LTU,1937,368,1994,2,NA,NA,Lithuania
LUX,1937,212,2001,2,NA,NA,Luxembourg
LVA,1937,367,1992,3,NA,NA,Latvia
MAR,1937,600,1963,2,NA,NA,Morocco
MDA,1937,359,1996,2,NA,NA,Moldova
MDG,1937,580,1961,2,NA,NA,Madagascar
MEX,1937,70,1961,2,NA,NA,Mexico
MKD,1937,343,1991,2,NA,NA,North Macedonia
MLI,1937,432,1964,2,NA,NA,Mali
MMR,1937,775,NA,5,NA,NA,Myanmar (Burma)
MNE,1937,341,2006,NA,NA,NA,Montenegro
MNG,1937,712,1969,3,NA,NA,Mongolia
MOZ,1937,541,1977,2,NA,NA,Mozambique
MRT,1937,435,1963,2,NA,NA,Mauritania
MUS,1937,590,2002,2,NA,NA,Mauritius
MWI,1937,553,1965,1,NA,NA,Malawi
MYS,1937,820,NA,1,NA,NA,Malaysia
NAM,1937,565,2001,1,NA,NA,Namibia
NER,1937,436,1962,2,NA,NA,Niger
NGA,1937,475,2002,1,NA,NA,Nigeria
NIC,1937,93,1967,2,NA,NA,Nicaragua
NLD,1937,210,1973,2,NA,NA,Netherlands
NOR,1937,385,1959,4,NA,NA,Norway
NPL,1937,790,1974,1,NA,NA,Nepal
NZL,1937,920,1983,1,NA,NA,New Zealand
OMN,1937,698,NA,2,NA,NA,Oman
PAK,1937,770,1961,1,NA,NA,Pakistan
PAN,1937,95,1966,2,NA,NA,Panama
PER,1937,135,1970,2,NA,NA,Peru
PHL,1937,840,1960,2,NA,NA,Philippines
PNG,1937,910,2000,1,NA,NA,Papua New Guinea
POL,1937,290,1961,3,NA,NA,Poland
PRK,1937,NA,NA,NA,NA,NA,North Korea
PRT,1937,235,1959,2,NA,NA,Portugal
PRY,1937,150,1967,2,NA,NA,Paraguay
QAT,1937,694,1976,2,NA,NA,Qatar
ROU,1937,360,1973,2,NA,NA,Romania
RUS,1937,365,1961,2,NA,NA,Russia
RWA,1937,517,1981,2,NA,NA,Rwanda
SAU,1937,670,1978,1,NA,NA,Saudi Arabia
SDN,1937,625,1970,1,NA,NA,Sudan
SEN,1937,433,1967,2,NA,NA,Senegal
SGP,1937,830,NA,1,NA,NA,Singapore
SLB,1937,940,2012,1,NA,NA,Solomon Islands
SLE,1937,451,1966,1,NA,NA,Sierra Leone
SLV,1937,92,1995,2,NA,NA,El Salvador
SOM,1937,520,1961,NA,NA,NA,Somalia
SRB,1937,345,2000,2,NA,NA,Serbia
SSD,1937,626,2012,NA,NA,NA,South Sudan
SUR,1937,115,2017,2,NA,NA,Suriname
SVK,1937,317,1993,3,NA,NA,Slovakia
SVN,1937,349,1992,3,NA,NA,Slovenia
SWE,1937,380,1962,4,NA,NA,Sweden
SWZ,1937,572,1981,1,NA,NA,Eswatini
SYR,1937,652,1960,2,NA,NA,Syria
TCD,1937,483,1966,2,NA,NA,Chad
TGO,1937,461,1983,2,NA,NA,Togo
THA,1937,800,2017,1,NA,NA,Thailand
TJK,1937,702,1993,2,NA,NA,Tajikistan
TKM,1937,701,1997,2,NA,NA,Turkmenistan
TLS,1937,860,2016,NA,NA,NA,Timor-Leste
TTO,1937,52,1970,1,NA,NA,Trinidad & Tobago
TUN,1937,616,1959,2,NA,NA,Tunisia
TUR,1937,640,1967,2,NA,NA,Turkey
TZA,1937,510,2002,1,NA,NA,Tanzania
UGA,1937,500,2005,1,NA,NA,Uganda
UKR,1937,369,1961,2,NA,NA,Ukraine
URY,1937,165,1989,2,NA,NA,Uruguay
USA,1937,2,NA,1,NA,NA,United States
UZB,1937,704,1992,2,NA,NA,Uzbekistan
VEN,1937,101,1971,2,NA,NA,Venezuela
VNM,1937,816,1997,2,NA,NA,Vietnam
YEM,1937,679,1969,2,NA,NA,Yemen
ZAF,1937,560,1997,1,NA,NA,South Africa
ZMB,1937,551,1979,1,NA,NA,Zambia
ZWE,1937,552,1999,1,NA,NA,Zimbabwe
AFG,1938,700,1969,2,NA,NA,Afghanistan
AGO,1938,540,1976,2,NA,NA,Angola
ALB,1938,339,1997,2,NA,NA,Albania
ARE,1938,696,2001,1,NA,NA,United Arab Emirates
ARG,1938,160,1968,2,NA,NA,Argentina
ARM,1938,371,1994,2,NA,NA,Armenia
AUS,1938,900,1973,1,NA,NA,Australia
AUT,1938,305,1973,3,NA,NA,Austria
AZE,1938,373,1992,2,NA,NA,Azerbaijan
BDI,1938,516,1993,2,NA,NA,Burundi
BEL,1938,211,1977,2,NA,NA,Belgium
BEN,1938,434,1961,2,NA,NA,Benin
BFA,1938,439,1962,2,NA,NA,Burkina Faso
BGD,1938,771,1972,1,NA,NA,Bangladesh
BGR,1938,355,1960,3,NA,NA,Bulgaria
BHR,1938,692,2000,1,NA,NA,Bahrain
BIH,1938,346,1993,3,NA,NA,Bosnia & Herzegovina
BLR,1938,370,1961,3,NA,NA,Belarus
BOL,1938,145,1977,2,NA,NA,Bolivia
BRA,1938,140,1965,2,NA,NA,Brazil
BTN,1938,NA,NA,NA,NA,NA,Bhutan
BWA,1938,571,1997,1,NA,NA,Botswana
CAF,1938,482,1964,2,NA,NA,Central African Republic
CAN,1938,20,1964,1,NA,NA,Canada
CHE,1938,225,1961,3,NA,NA,Switzerland
CHL,1938,155,1971,2,NA,NA,Chile
CHN,1938,710,2006,3,NA,NA,China
CIV,1938,437,1961,2,NA,NA,Côte d’Ivoire
CMR,1938,471,1988,2,NA,NA,Cameroon
COD,1938,490,2001,2,NA,NA,Congo - Kinshasa
COG,1938,484,1999,2,NA,NA,Congo - Brazzaville
COL,1938,100,1969,2,NA,NA,Colombia
COM,1938,581,2004,2,NA,NA,Comoros
CPV,1938,402,1979,2,NA,NA,Cape Verde
CRI,1938,94,1962,2,NA,NA,Costa Rica
CUB,1938,40,1965,NA,NA,NA,Cuba
CYP,1938,352,1968,1,NA,NA,Cyprus
CZE,1938,316,1993,3,NA,NA,Czechia
DEU,1938,255,1961,3,NA,NA,Germany
DJI,1938,522,2005,2,NA,NA,Djibouti
DNK,1938,390,1960,4,NA,NA,Denmark
DOM,1938,42,1964,2,NA,NA,Dominican Republic
DZA,1938,615,1969,2,NA,NA,Algeria
ECU,1938,130,1962,2,NA,NA,Ecuador
EGY,1938,651,1960,2,NA,NA,Egypt
ESP,1938,230,1967,2,NA,NA,Spain
EST,1938,366,2005,3,NA,NA,Estonia
ETH,1938,530,1966,2,NA,NA,Ethiopia
FIN,1938,375,1970,4,NA,NA,Finland
FJI,1938,950,2002,1,NA,NA,Fiji
FRA,1938,220,1981,2,NA,NA,France
GAB,1938,481,1961,2,NA,NA,Gabon
GBR,1938,200,1999,1,NA,NA,United Kingdom
GEO,1938,372,1993,3,NA,NA,Georgia
GHA,1938,452,1961,1,NA,NA,Ghana
GIN,1938,438,1960,2,NA,NA,Guinea
GMB,1938,420,2000,1,NA,NA,Gambia
GNB,1938,404,1977,2,NA,NA,Guinea-Bissau
GNQ,1938,411,2001,2,NA,NA,Equatorial Guinea
GRC,1938,350,1984,2,NA,NA,Greece
GTM,1938,90,1960,2,NA,NA,Guatemala
GUY,1938,110,1975,1,NA,NA,Guyana
HND,1938,91,1960,2,NA,NA,Honduras
HRV,1938,344,1991,3,NA,NA,Croatia
HTI,1938,41,1976,2,NA,NA,Haiti
HUN,1938,310,1961,3,NA,NA,Hungary
IDN,1938,850,1999,2,NA,NA,Indonesia
IND,1938,750,1960,1,NA,NA,India
IRL,1938,205,1999,1,NA,NA,Ireland
IRN,1938,630,1964,2,NA,NA,Iran
IRQ,1938,645,1959,2,NA,NA,Iraq
ISR,1938,666,1959,1,NA,NA,Israel
ITA,1938,325,1963,2,NA,NA,Italy
JAM,1938,51,1975,1,NA,NA,Jamaica
JOR,1938,663,1963,2,NA,NA,Jordan
JPN,1938,740,NA,3,NA,NA,Japan
KAZ,1938,705,1999,2,NA,NA,Kazakhstan
KEN,1938,501,2001,1,NA,NA,Kenya
KGZ,1938,703,1992,2,NA,NA,Kyrgyzstan
KHM,1938,811,1999,2,NA,NA,Cambodia
KOR,1938,732,1998,3,NA,NA,South Korea
KWT,1938,690,1966,2,NA,NA,Kuwait
LAO,1938,812,2008,2,NA,NA,Laos
LBN,1938,660,1977,2,NA,NA,Lebanon
LBR,1938,450,1959,1,NA,NA,Liberia
LBY,1938,620,1961,2,NA,NA,Libya
LKA,1938,780,1998,1,NA,NA,Sri Lanka
LSO,1938,570,1998,1,NA,NA,Lesotho
LTU,1938,368,1994,2,NA,NA,Lithuania
LUX,1938,212,2001,2,NA,NA,Luxembourg
LVA,1938,367,1992,3,NA,NA,Latvia
MAR,1938,600,1963,2,NA,NA,Morocco
MDA,1938,359,1996,2,NA,NA,Moldova
MDG,1938,580,1961,2,NA,NA,Madagascar
MEX,1938,70,1961,2,NA,NA,Mexico
MKD,1938,343,1991,2,NA,NA,North Macedonia
MLI,1938,432,1964,2,NA,NA,Mali
MMR,1938,775,NA,5,NA,NA,Myanmar (Burma)
MNE,1938,341,2006,NA,NA,NA,Montenegro
MNG,1938,712,1969,3,NA,NA,Mongolia
MOZ,1938,541,1977,2,NA,NA,Mozambique
MRT,1938,435,1963,2,NA,NA,Mauritania
MUS,1938,590,2002,2,NA,NA,Mauritius
MWI,1938,553,1965,1,NA,NA,Malawi
MYS,1938,820,NA,1,NA,NA,Malaysia
NAM,1938,565,2001,1,NA,NA,Namibia
NER,1938,436,1962,2,NA,NA,Niger
NGA,1938,475,2002,1,NA,NA,Nigeria
NIC,1938,93,1967,2,NA,NA,Nicaragua
NLD,1938,210,1973,2,NA,NA,Netherlands
NOR,1938,385,1959,4,NA,NA,Norway
NPL,1938,790,1974,1,NA,NA,Nepal
NZL,1938,920,1983,1,NA,NA,New Zealand
OMN,1938,698,NA,2,NA,NA,Oman
PAK,1938,770,1961,1,NA,NA,Pakistan
PAN,1938,95,1966,2,NA,NA,Panama
PER,1938,135,1970,2,NA,NA,Peru
PHL,1938,840,1960,2,NA,NA,Philippines
PNG,1938,910,2000,1,NA,NA,Papua New Guinea
POL,1938,290,1961,3,NA,NA,Poland
PRK,1938,NA,NA,NA,NA,NA,North Korea
PRT,1938,235,1959,2,NA,NA,Portugal
PRY,1938,150,1967,2,NA,NA,Paraguay
QAT,1938,694,1976,2,NA,NA,Qatar
ROU,1938,360,1973,2,NA,NA,Romania
RUS,1938,365,1961,2,NA,NA,Russia
RWA,1938,517,1981,2,NA,NA,Rwanda
SAU,1938,670,1978,1,NA,NA,Saudi Arabia
SDN,1938,625,1970,1,NA,NA,Sudan
SEN,1938,433,1967,2,NA,NA,Senegal
SGP,1938,830,NA,1,NA,NA,Singapore
SLB,1938,940,2012,1,NA,NA,Solomon Islands
SLE,1938,451,1966,1,NA,NA,Sierra Leone
SLV,1938,92,1995,2,NA,NA,El Salvador
SOM,1938,520,1961,NA,NA,NA,Somalia
SRB,1938,345,2000,2,NA,NA,Serbia
SSD,1938,626,2012,NA,NA,NA,South Sudan
SUR,1938,115,2017,2,NA,NA,Suriname
SVK,1938,317,1993,3,NA,NA,Slovakia
SVN,1938,349,1992,3,NA,NA,Slovenia
SWE,1938,380,1962,4,NA,NA,Sweden
SWZ,1938,572,1981,1,NA,NA,Eswatini
SYR,1938,652,1960,2,NA,NA,Syria
TCD,1938,483,1966,2,NA,NA,Chad
TGO,1938,461,1983,2,NA,NA,Togo
THA,1938,800,2017,1,NA,NA,Thailand
TJK,1938,702,1993,2,NA,NA,Tajikistan
TKM,1938,701,1997,2,NA,NA,Turkmenistan
TLS,1938,860,2016,NA,NA,NA,Timor-Leste
TTO,1938,52,1970,1,NA,NA,Trinidad & Tobago
TUN,1938,616,1959,2,NA,NA,Tunisia
TUR,1938,640,1967,2,NA,NA,Turkey
TZA,1938,510,2002,1,NA,NA,Tanzania
UGA,1938,500,2005,1,NA,NA,Uganda
UKR,1938,369,1961,2,NA,NA,Ukraine
URY,1938,165,1989,2,NA,NA,Uruguay
USA,1938,2,NA,1,NA,NA,United States
UZB,1938,704,1992,2,NA,NA,Uzbekistan
VEN,1938,101,1971,2,NA,NA,Venezuela
VNM,1938,816,1997,2,NA,NA,Vietnam
YEM,1938,679,1969,2,NA,NA,Yemen
ZAF,1938,560,1997,1,NA,NA,South Africa
ZMB,1938,551,1979,1,NA,NA,Zambia
ZWE,1938,552,1999,1,NA,NA,Zimbabwe
AFG,1939,700,1969,2,NA,NA,Afghanistan
AGO,1939,540,1976,2,NA,NA,Angola
ALB,1939,339,1997,2,NA,NA,Albania
ARE,1939,696,2001,1,NA,NA,United Arab Emirates
ARG,1939,160,1968,2,NA,NA,Argentina
ARM,1939,371,1994,2,NA,NA,Armenia
AUS,1939,900,1973,1,NA,NA,Australia
AUT,1939,305,1973,3,NA,NA,Austria
AZE,1939,373,1992,2,NA,NA,Azerbaijan
BDI,1939,516,1993,2,NA,NA,Burundi
BEL,1939,211,1977,2,NA,NA,Belgium
BEN,1939,434,1961,2,NA,NA,Benin
BFA,1939,439,1962,2,NA,NA,Burkina Faso
BGD,1939,771,1972,1,NA,NA,Bangladesh
BGR,1939,355,1960,3,NA,NA,Bulgaria
BHR,1939,692,2000,1,NA,NA,Bahrain
BIH,1939,346,1993,3,NA,NA,Bosnia & Herzegovina
BLR,1939,370,1961,3,NA,NA,Belarus
BOL,1939,145,1977,2,NA,NA,Bolivia
BRA,1939,140,1965,2,NA,NA,Brazil
BTN,1939,NA,NA,NA,NA,NA,Bhutan
BWA,1939,571,1997,1,NA,NA,Botswana
CAF,1939,482,1964,2,NA,NA,Central African Republic
CAN,1939,20,1964,1,NA,NA,Canada
CHE,1939,225,1961,3,NA,NA,Switzerland
CHL,1939,155,1971,2,NA,NA,Chile
CHN,1939,710,2006,3,NA,NA,China
CIV,1939,437,1961,2,NA,NA,Côte d’Ivoire
CMR,1939,471,1988,2,NA,NA,Cameroon
COD,1939,490,2001,2,NA,NA,Congo - Kinshasa
COG,1939,484,1999,2,NA,NA,Congo - Brazzaville
COL,1939,100,1969,2,NA,NA,Colombia
COM,1939,581,2004,2,NA,NA,Comoros
CPV,1939,402,1979,2,NA,NA,Cape Verde
CRI,1939,94,1962,2,NA,NA,Costa Rica
CUB,1939,40,1965,NA,NA,NA,Cuba
CYP,1939,352,1968,1,NA,NA,Cyprus
CZE,1939,316,1993,3,NA,NA,Czechia
DEU,1939,255,1961,3,NA,NA,Germany
DJI,1939,522,2005,2,NA,NA,Djibouti
DNK,1939,390,1960,4,NA,NA,Denmark
DOM,1939,42,1964,2,NA,NA,Dominican Republic
DZA,1939,615,1969,2,NA,NA,Algeria
ECU,1939,130,1962,2,NA,NA,Ecuador
EGY,1939,651,1960,2,NA,NA,Egypt
ESP,1939,230,1967,2,NA,NA,Spain
EST,1939,366,2005,3,NA,NA,Estonia
ETH,1939,530,1966,2,NA,NA,Ethiopia
FIN,1939,375,1970,4,NA,NA,Finland
FJI,1939,950,2002,1,NA,NA,Fiji
FRA,1939,220,1981,2,NA,NA,France
GAB,1939,481,1961,2,NA,NA,Gabon
GBR,1939,200,1999,1,NA,NA,United Kingdom
GEO,1939,372,1993,3,NA,NA,Georgia
GHA,1939,452,1961,1,NA,NA,Ghana
GIN,1939,438,1960,2,NA,NA,Guinea
GMB,1939,420,2000,1,NA,NA,Gambia
GNB,1939,404,1977,2,NA,NA,Guinea-Bissau
GNQ,1939,411,2001,2,NA,NA,Equatorial Guinea
GRC,1939,350,1984,2,NA,NA,Greece
GTM,1939,90,1960,2,NA,NA,Guatemala
GUY,1939,110,1975,1,NA,NA,Guyana
HND,1939,91,1960,2,NA,NA,Honduras
HRV,1939,344,1991,3,NA,NA,Croatia
HTI,1939,41,1976,2,NA,NA,Haiti
HUN,1939,310,1961,3,NA,NA,Hungary
IDN,1939,850,1999,2,NA,NA,Indonesia
IND,1939,750,1960,1,NA,NA,India
IRL,1939,205,1999,1,NA,NA,Ireland
IRN,1939,630,1964,2,NA,NA,Iran
IRQ,1939,645,1959,2,NA,NA,Iraq
ISR,1939,666,1959,1,NA,NA,Israel
ITA,1939,325,1963,2,NA,NA,Italy
JAM,1939,51,1975,1,NA,NA,Jamaica
JOR,1939,663,1963,2,NA,NA,Jordan
JPN,1939,740,NA,3,NA,NA,Japan
KAZ,1939,705,1999,2,NA,NA,Kazakhstan
KEN,1939,501,2001,1,NA,NA,Kenya
KGZ,1939,703,1992,2,NA,NA,Kyrgyzstan
KHM,1939,811,1999,2,NA,NA,Cambodia
KOR,1939,732,1998,3,NA,NA,South Korea
KWT,1939,690,1966,2,NA,NA,Kuwait
LAO,1939,812,2008,2,NA,NA,Laos
LBN,1939,660,1977,2,NA,NA,Lebanon
LBR,1939,450,1959,1,NA,NA,Liberia
LBY,1939,620,1961,2,NA,NA,Libya
LKA,1939,780,1998,1,NA,NA,Sri Lanka
LSO,1939,570,1998,1,NA,NA,Lesotho
LTU,1939,368,1994,2,NA,NA,Lithuania
LUX,1939,212,2001,2,NA,NA,Luxembourg
LVA,1939,367,1992,3,NA,NA,Latvia
MAR,1939,600,1963,2,NA,NA,Morocco
MDA,1939,359,1996,2,NA,NA,Moldova
MDG,1939,580,1961,2,NA,NA,Madagascar
MEX,1939,70,1961,2,NA,NA,Mexico
MKD,1939,343,1991,2,NA,NA,North Macedonia
MLI,1939,432,1964,2,NA,NA,Mali
MMR,1939,775,NA,5,NA,NA,Myanmar (Burma)
MNE,1939,341,2006,NA,NA,NA,Montenegro
MNG,1939,712,1969,3,NA,NA,Mongolia
MOZ,1939,541,1977,2,NA,NA,Mozambique
MRT,1939,435,1963,2,NA,NA,Mauritania
MUS,1939,590,2002,2,NA,NA,Mauritius
MWI,1939,553,1965,1,NA,NA,Malawi
MYS,1939,820,NA,1,NA,NA,Malaysia
NAM,1939,565,2001,1,NA,NA,Namibia
NER,1939,436,1962,2,NA,NA,Niger
NGA,1939,475,2002,1,NA,NA,Nigeria
NIC,1939,93,1967,2,NA,NA,Nicaragua
NLD,1939,210,1973,2,NA,NA,Netherlands
NOR,1939,385,1959,4,NA,NA,Norway
NPL,1939,790,1974,1,NA,NA,Nepal
NZL,1939,920,1983,1,NA,NA,New Zealand
OMN,1939,698,NA,2,NA,NA,Oman
PAK,1939,770,1961,1,NA,NA,Pakistan
PAN,1939,95,1966,2,NA,NA,Panama
PER,1939,135,1970,2,NA,NA,Peru
PHL,1939,840,1960,2,NA,NA,Philippines
PNG,1939,910,2000,1,NA,NA,Papua New Guinea
POL,1939,290,1961,3,NA,NA,Poland
PRK,1939,NA,NA,NA,NA,NA,North Korea
PRT,1939,235,1959,2,NA,NA,Portugal
PRY,1939,150,1967,2,NA,NA,Paraguay
QAT,1939,694,1976,2,NA,NA,Qatar
ROU,1939,360,1973,2,NA,NA,Romania
RUS,1939,365,1961,2,NA,NA,Russia
RWA,1939,517,1981,2,NA,NA,Rwanda
SAU,1939,670,1978,1,NA,NA,Saudi Arabia
SDN,1939,625,1970,1,NA,NA,Sudan
SEN,1939,433,1967,2,NA,NA,Senegal
SGP,1939,830,NA,1,NA,NA,Singapore
SLB,1939,940,2012,1,NA,NA,Solomon Islands
SLE,1939,451,1966,1,NA,NA,Sierra Leone
SLV,1939,92,1995,2,NA,NA,El Salvador
SOM,1939,520,1961,NA,NA,NA,Somalia
SRB,1939,345,2000,2,NA,NA,Serbia
SSD,1939,626,2012,NA,NA,NA,South Sudan
SUR,1939,115,2017,2,NA,NA,Suriname
SVK,1939,317,1993,3,NA,NA,Slovakia
SVN,1939,349,1992,3,NA,NA,Slovenia
SWE,1939,380,1962,4,NA,NA,Sweden
SWZ,1939,572,1981,1,NA,NA,Eswatini
SYR,1939,652,1960,2,NA,NA,Syria
TCD,1939,483,1966,2,NA,NA,Chad
TGO,1939,461,1983,2,NA,NA,Togo
THA,1939,800,2017,1,NA,NA,Thailand
TJK,1939,702,1993,2,NA,NA,Tajikistan
TKM,1939,701,1997,2,NA,NA,Turkmenistan
TLS,1939,860,2016,NA,NA,NA,Timor-Leste
TTO,1939,52,1970,1,NA,NA,Trinidad & Tobago
TUN,1939,616,1959,2,NA,NA,Tunisia
TUR,1939,640,1967,2,NA,NA,Turkey
TZA,1939,510,2002,1,NA,NA,Tanzania
UGA,1939,500,2005,1,NA,NA,Uganda
UKR,1939,369,1961,2,NA,NA,Ukraine
URY,1939,165,1989,2,NA,NA,Uruguay
USA,1939,2,NA,1,NA,NA,United States
UZB,1939,704,1992,2,NA,NA,Uzbekistan
VEN,1939,101,1971,2,NA,NA,Venezuela
VNM,1939,816,1997,2,NA,NA,Vietnam
YEM,1939,679,1969,2,NA,NA,Yemen
ZAF,1939,560,1997,1,NA,NA,South Africa
ZMB,1939,551,1979,1,NA,NA,Zambia
ZWE,1939,552,1999,1,NA,NA,Zimbabwe
AFG,1940,700,1969,2,NA,NA,Afghanistan
AGO,1940,540,1976,2,NA,NA,Angola
ALB,1940,339,1997,2,NA,NA,Albania
ARE,1940,696,2001,1,NA,NA,United Arab Emirates
ARG,1940,160,1968,2,NA,NA,Argentina
ARM,1940,371,1994,2,NA,NA,Armenia
AUS,1940,900,1973,1,NA,NA,Australia
AUT,1940,305,1973,3,NA,NA,Austria
AZE,1940,373,1992,2,NA,NA,Azerbaijan
BDI,1940,516,1993,2,NA,NA,Burundi
BEL,1940,211,1977,2,NA,NA,Belgium
BEN,1940,434,1961,2,NA,NA,Benin
BFA,1940,439,1962,2,NA,NA,Burkina Faso
BGD,1940,771,1972,1,NA,NA,Bangladesh
BGR,1940,355,1960,3,NA,NA,Bulgaria
BHR,1940,692,2000,1,NA,NA,Bahrain
BIH,1940,346,1993,3,NA,NA,Bosnia & Herzegovina
BLR,1940,370,1961,3,NA,NA,Belarus
BOL,1940,145,1977,2,NA,NA,Bolivia
BRA,1940,140,1965,2,NA,NA,Brazil
BTN,1940,NA,NA,NA,NA,NA,Bhutan
BWA,1940,571,1997,1,NA,NA,Botswana
CAF,1940,482,1964,2,NA,NA,Central African Republic
CAN,1940,20,1964,1,NA,NA,Canada
CHE,1940,225,1961,3,NA,NA,Switzerland
CHL,1940,155,1971,2,NA,NA,Chile
CHN,1940,710,2006,3,NA,NA,China
CIV,1940,437,1961,2,NA,NA,Côte d’Ivoire
CMR,1940,471,1988,2,NA,NA,Cameroon
COD,1940,490,2001,2,NA,NA,Congo - Kinshasa
COG,1940,484,1999,2,NA,NA,Congo - Brazzaville
COL,1940,100,1969,2,NA,NA,Colombia
COM,1940,581,2004,2,NA,NA,Comoros
CPV,1940,402,1979,2,NA,NA,Cape Verde
CRI,1940,94,1962,2,NA,NA,Costa Rica
CUB,1940,40,1965,NA,NA,NA,Cuba
CYP,1940,352,1968,1,NA,NA,Cyprus
CZE,1940,316,1993,3,NA,NA,Czechia
DEU,1940,255,1961,3,NA,NA,Germany
DJI,1940,522,2005,2,NA,NA,Djibouti
DNK,1940,390,1960,4,NA,NA,Denmark
DOM,1940,42,1964,2,NA,NA,Dominican Republic
DZA,1940,615,1969,2,NA,NA,Algeria
ECU,1940,130,1962,2,NA,NA,Ecuador
EGY,1940,651,1960,2,NA,NA,Egypt
ESP,1940,230,1967,2,NA,NA,Spain
EST,1940,366,2005,3,NA,NA,Estonia
ETH,1940,530,1966,2,NA,NA,Ethiopia
FIN,1940,375,1970,4,NA,NA,Finland
FJI,1940,950,2002,1,NA,NA,Fiji
FRA,1940,220,1981,2,NA,NA,France
GAB,1940,481,1961,2,NA,NA,Gabon
GBR,1940,200,1999,1,NA,NA,United Kingdom
GEO,1940,372,1993,3,NA,NA,Georgia
GHA,1940,452,1961,1,NA,NA,Ghana
GIN,1940,438,1960,2,NA,NA,Guinea
GMB,1940,420,2000,1,NA,NA,Gambia
GNB,1940,404,1977,2,NA,NA,Guinea-Bissau
GNQ,1940,411,2001,2,NA,NA,Equatorial Guinea
GRC,1940,350,1984,2,NA,NA,Greece
GTM,1940,90,1960,2,NA,NA,Guatemala
GUY,1940,110,1975,1,NA,NA,Guyana
HND,1940,91,1960,2,NA,NA,Honduras
HRV,1940,344,1991,3,NA,NA,Croatia
HTI,1940,41,1976,2,NA,NA,Haiti
HUN,1940,310,1961,3,NA,NA,Hungary
IDN,1940,850,1999,2,NA,NA,Indonesia
IND,1940,750,1960,1,NA,NA,India
IRL,1940,205,1999,1,NA,NA,Ireland
IRN,1940,630,1964,2,NA,NA,Iran
IRQ,1940,645,1959,2,NA,NA,Iraq
ISR,1940,666,1959,1,NA,NA,Israel
ITA,1940,325,1963,2,NA,NA,Italy
JAM,1940,51,1975,1,NA,NA,Jamaica
JOR,1940,663,1963,2,NA,NA,Jordan
JPN,1940,740,NA,3,NA,NA,Japan
KAZ,1940,705,1999,2,NA,NA,Kazakhstan
KEN,1940,501,2001,1,NA,NA,Kenya
KGZ,1940,703,1992,2,NA,NA,Kyrgyzstan
KHM,1940,811,1999,2,NA,NA,Cambodia
KOR,1940,732,1998,3,NA,NA,South Korea
KWT,1940,690,1966,2,NA,NA,Kuwait
LAO,1940,812,2008,2,NA,NA,Laos
LBN,1940,660,1977,2,NA,NA,Lebanon
LBR,1940,450,1959,1,NA,NA,Liberia
LBY,1940,620,1961,2,NA,NA,Libya
LKA,1940,780,1998,1,NA,NA,Sri Lanka
LSO,1940,570,1998,1,NA,NA,Lesotho
LTU,1940,368,1994,2,NA,NA,Lithuania
LUX,1940,212,2001,2,NA,NA,Luxembourg
LVA,1940,367,1992,3,NA,NA,Latvia
MAR,1940,600,1963,2,NA,NA,Morocco
MDA,1940,359,1996,2,NA,NA,Moldova
MDG,1940,580,1961,2,NA,NA,Madagascar
MEX,1940,70,1961,2,NA,NA,Mexico
MKD,1940,343,1991,2,NA,NA,North Macedonia
MLI,1940,432,1964,2,NA,NA,Mali
MMR,1940,775,NA,5,NA,NA,Myanmar (Burma)
MNE,1940,341,2006,NA,NA,NA,Montenegro
MNG,1940,712,1969,3,NA,NA,Mongolia
MOZ,1940,541,1977,2,NA,NA,Mozambique
MRT,1940,435,1963,2,NA,NA,Mauritania
MUS,1940,590,2002,2,NA,NA,Mauritius
MWI,1940,553,1965,1,NA,NA,Malawi
