iso3,year,cow_code,toa,legal_origin,dur_rat1membership,equalindx_WoL,country_names
NLD,1909,210,1973,2,NA,NA,Netherlands
NOR,1909,385,1959,4,NA,NA,Norway
NPL,1909,790,1974,1,NA,NA,Nepal
NZL,1909,920,1983,1,NA,NA,New Zealand
OMN,1909,698,NA,2,NA,NA,Oman
PAK,1909,770,1961,1,NA,NA,Pakistan
PAN,1909,95,1966,2,NA,NA,Panama
PER,1909,135,1970,2,NA,NA,Peru
PHL,1909,840,1960,2,NA,NA,Philippines
PNG,1909,910,2000,1,NA,NA,Papua New Guinea
POL,1909,290,1961,3,NA,NA,Poland
PRK,1909,NA,NA,NA,NA,NA,North Korea
PRT,1909,235,1959,2,NA,NA,Portugal
PRY,1909,150,1967,2,NA,NA,Paraguay
QAT,1909,694,1976,2,NA,NA,Qatar
ROU,1909,360,1973,2,NA,NA,Romania
RUS,1909,365,1961,2,NA,NA,Russia
RWA,1909,517,1981,2,NA,NA,Rwanda
SAU,1909,670,1978,1,NA,NA,Saudi Arabia
SDN,1909,625,1970,1,NA,NA,Sudan
SEN,1909,433,1967,2,NA,NA,Senegal
SGP,1909,830,NA,1,NA,NA,Singapore
SLB,1909,940,2012,1,NA,NA,Solomon Islands
SLE,1909,451,1966,1,NA,NA,Sierra Leone
SLV,1909,92,1995,2,NA,NA,El Salvador
SOM,1909,520,1961,NA,NA,NA,Somalia
SRB,1909,345,2000,2,NA,NA,Serbia
SSD,1909,626,2012,NA,NA,NA,South Sudan
SUR,1909,115,2017,2,NA,NA,Suriname
SVK,1909,317,1993,3,NA,NA,Slovakia
SVN,1909,349,1992,3,NA,NA,Slovenia
SWE,1909,380,1962,4,NA,NA,Sweden
SWZ,1909,572,1981,1,NA,NA,Eswatini
SYR,1909,652,1960,2,NA,NA,Syria
TCD,1909,483,1966,2,NA,NA,Chad
TGO,1909,461,1983,2,NA,NA,Togo
THA,1909,800,2017,1,NA,NA,Thailand
TJK,1909,702,1993,2,NA,NA,Tajikistan
TKM,1909,701,1997,2,NA,NA,Turkmenistan
TLS,1909,860,2016,NA,NA,NA,Timor-Leste
TTO,1909,52,1970,1,NA,NA,Trinidad & Tobago
TUN,1909,616,1959,2,NA,NA,Tunisia
TUR,1909,640,1967,2,NA,NA,Turkey
TZA,1909,510,2002,1,NA,NA,Tanzania
UGA,1909,500,2005,1,NA,NA,Uganda
UKR,1909,369,1961,2,NA,NA,Ukraine
URY,1909,165,1989,2,NA,NA,Uruguay
USA,1909,2,NA,1,NA,NA,United States
UZB,1909,704,1992,2,NA,NA,Uzbekistan
VEN,1909,101,1971,2,NA,NA,Venezuela
VNM,1909,816,1997,2,NA,NA,Vietnam
YEM,1909,679,1969,2,NA,NA,Yemen
ZAF,1909,560,1997,1,NA,NA,South Africa
ZMB,1909,551,1979,1,NA,NA,Zambia
ZWE,1909,552,1999,1,NA,NA,Zimbabwe
AFG,1910,700,1969,2,NA,NA,Afghanistan
AGO,1910,540,1976,2,NA,NA,Angola
ALB,1910,339,1997,2,NA,NA,Albania
ARE,1910,696,2001,1,NA,NA,United Arab Emirates
ARG,1910,160,1968,2,NA,NA,Argentina
ARM,1910,371,1994,2,NA,NA,Armenia
AUS,1910,900,1973,1,NA,NA,Australia
AUT,1910,305,1973,3,NA,NA,Austria
AZE,1910,373,1992,2,NA,NA,Azerbaijan
BDI,1910,516,1993,2,NA,NA,Burundi
BEL,1910,211,1977,2,NA,NA,Belgium
BEN,1910,434,1961,2,NA,NA,Benin
BFA,1910,439,1962,2,NA,NA,Burkina Faso
BGD,1910,771,1972,1,NA,NA,Bangladesh
BGR,1910,355,1960,3,NA,NA,Bulgaria
BHR,1910,692,2000,1,NA,NA,Bahrain
BIH,1910,346,1993,3,NA,NA,Bosnia & Herzegovina
BLR,1910,370,1961,3,NA,NA,Belarus
BOL,1910,145,1977,2,NA,NA,Bolivia
BRA,1910,140,1965,2,NA,NA,Brazil
BTN,1910,NA,NA,NA,NA,NA,Bhutan
BWA,1910,571,1997,1,NA,NA,Botswana
CAF,1910,482,1964,2,NA,NA,Central African Republic
CAN,1910,20,1964,1,NA,NA,Canada
CHE,1910,225,1961,3,NA,NA,Switzerland
CHL,1910,155,1971,2,NA,NA,Chile
CHN,1910,710,2006,3,NA,NA,China
CIV,1910,437,1961,2,NA,NA,Côte d’Ivoire
CMR,1910,471,1988,2,NA,NA,Cameroon
COD,1910,490,2001,2,NA,NA,Congo - Kinshasa
COG,1910,484,1999,2,NA,NA,Congo - Brazzaville
COL,1910,100,1969,2,NA,NA,Colombia
COM,1910,581,2004,2,NA,NA,Comoros
CPV,1910,402,1979,2,NA,NA,Cape Verde
CRI,1910,94,1962,2,NA,NA,Costa Rica
CUB,1910,40,1965,NA,NA,NA,Cuba
CYP,1910,352,1968,1,NA,NA,Cyprus
CZE,1910,316,1993,3,NA,NA,Czechia
DEU,1910,255,1961,3,NA,NA,Germany
DJI,1910,522,2005,2,NA,NA,Djibouti
DNK,1910,390,1960,4,NA,NA,Denmark
DOM,1910,42,1964,2,NA,NA,Dominican Republic
DZA,1910,615,1969,2,NA,NA,Algeria
ECU,1910,130,1962,2,NA,NA,Ecuador
EGY,1910,651,1960,2,NA,NA,Egypt
ESP,1910,230,1967,2,NA,NA,Spain
EST,1910,366,2005,3,NA,NA,Estonia
ETH,1910,530,1966,2,NA,NA,Ethiopia
FIN,1910,375,1970,4,NA,NA,Finland
FJI,1910,950,2002,1,NA,NA,Fiji
FRA,1910,220,1981,2,NA,NA,France
GAB,1910,481,1961,2,NA,NA,Gabon
GBR,1910,200,1999,1,NA,NA,United Kingdom
GEO,1910,372,1993,3,NA,NA,Georgia
GHA,1910,452,1961,1,NA,NA,Ghana
GIN,1910,438,1960,2,NA,NA,Guinea
GMB,1910,420,2000,1,NA,NA,Gambia
GNB,1910,404,1977,2,NA,NA,Guinea-Bissau
GNQ,1910,411,2001,2,NA,NA,Equatorial Guinea
GRC,1910,350,1984,2,NA,NA,Greece
GTM,1910,90,1960,2,NA,NA,Guatemala
GUY,1910,110,1975,1,NA,NA,Guyana
HND,1910,91,1960,2,NA,NA,Honduras
HRV,1910,344,1991,3,NA,NA,Croatia
HTI,1910,41,1976,2,NA,NA,Haiti
HUN,1910,310,1961,3,NA,NA,Hungary
IDN,1910,850,1999,2,NA,NA,Indonesia
IND,1910,750,1960,1,NA,NA,India
IRL,1910,205,1999,1,NA,NA,Ireland
IRN,1910,630,1964,2,NA,NA,Iran
IRQ,1910,645,1959,2,NA,NA,Iraq
ISR,1910,666,1959,1,NA,NA,Israel
ITA,1910,325,1963,2,NA,NA,Italy
JAM,1910,51,1975,1,NA,NA,Jamaica
JOR,1910,663,1963,2,NA,NA,Jordan
JPN,1910,740,NA,3,NA,NA,Japan
KAZ,1910,705,1999,2,NA,NA,Kazakhstan
KEN,1910,501,2001,1,NA,NA,Kenya
KGZ,1910,703,1992,2,NA,NA,Kyrgyzstan
KHM,1910,811,1999,2,NA,NA,Cambodia
KOR,1910,732,1998,3,NA,NA,South Korea
KWT,1910,690,1966,2,NA,NA,Kuwait
LAO,1910,812,2008,2,NA,NA,Laos
LBN,1910,660,1977,2,NA,NA,Lebanon
LBR,1910,450,1959,1,NA,NA,Liberia
LBY,1910,620,1961,2,NA,NA,Libya
LKA,1910,780,1998,1,NA,NA,Sri Lanka
LSO,1910,570,1998,1,NA,NA,Lesotho
LTU,1910,368,1994,2,NA,NA,Lithuania
LUX,1910,212,2001,2,NA,NA,Luxembourg
LVA,1910,367,1992,3,NA,NA,Latvia
MAR,1910,600,1963,2,NA,NA,Morocco
MDA,1910,359,1996,2,NA,NA,Moldova
MDG,1910,580,1961,2,NA,NA,Madagascar
MEX,1910,70,1961,2,NA,NA,Mexico
MKD,1910,343,1991,2,NA,NA,North Macedonia
MLI,1910,432,1964,2,NA,NA,Mali
MMR,1910,775,NA,5,NA,NA,Myanmar (Burma)
MNE,1910,341,2006,NA,NA,NA,Montenegro
MNG,1910,712,1969,3,NA,NA,Mongolia
MOZ,1910,541,1977,2,NA,NA,Mozambique
MRT,1910,435,1963,2,NA,NA,Mauritania
MUS,1910,590,2002,2,NA,NA,Mauritius
MWI,1910,553,1965,1,NA,NA,Malawi
MYS,1910,820,NA,1,NA,NA,Malaysia
NAM,1910,565,2001,1,NA,NA,Namibia
NER,1910,436,1962,2,NA,NA,Niger
NGA,1910,475,2002,1,NA,NA,Nigeria
NIC,1910,93,1967,2,NA,NA,Nicaragua
NLD,1910,210,1973,2,NA,NA,Netherlands
NOR,1910,385,1959,4,NA,NA,Norway
NPL,1910,790,1974,1,NA,NA,Nepal
NZL,1910,920,1983,1,NA,NA,New Zealand
OMN,1910,698,NA,2,NA,NA,Oman
PAK,1910,770,1961,1,NA,NA,Pakistan
PAN,1910,95,1966,2,NA,NA,Panama
PER,1910,135,1970,2,NA,NA,Peru
PHL,1910,840,1960,2,NA,NA,Philippines
PNG,1910,910,2000,1,NA,NA,Papua New Guinea
POL,1910,290,1961,3,NA,NA,Poland
PRK,1910,NA,NA,NA,NA,NA,North Korea
PRT,1910,235,1959,2,NA,NA,Portugal
PRY,1910,150,1967,2,NA,NA,Paraguay
QAT,1910,694,1976,2,NA,NA,Qatar
ROU,1910,360,1973,2,NA,NA,Romania
RUS,1910,365,1961,2,NA,NA,Russia
RWA,1910,517,1981,2,NA,NA,Rwanda
SAU,1910,670,1978,1,NA,NA,Saudi Arabia
SDN,1910,625,1970,1,NA,NA,Sudan
SEN,1910,433,1967,2,NA,NA,Senegal
SGP,1910,830,NA,1,NA,NA,Singapore
SLB,1910,940,2012,1,NA,NA,Solomon Islands
SLE,1910,451,1966,1,NA,NA,Sierra Leone
SLV,1910,92,1995,2,NA,NA,El Salvador
SOM,1910,520,1961,NA,NA,NA,Somalia
SRB,1910,345,2000,2,NA,NA,Serbia
SSD,1910,626,2012,NA,NA,NA,South Sudan
SUR,1910,115,2017,2,NA,NA,Suriname
SVK,1910,317,1993,3,NA,NA,Slovakia
SVN,1910,349,1992,3,NA,NA,Slovenia
SWE,1910,380,1962,4,NA,NA,Sweden
SWZ,1910,572,1981,1,NA,NA,Eswatini
SYR,1910,652,1960,2,NA,NA,Syria
TCD,1910,483,1966,2,NA,NA,Chad
TGO,1910,461,1983,2,NA,NA,Togo
THA,1910,800,2017,1,NA,NA,Thailand
TJK,1910,702,1993,2,NA,NA,Tajikistan
TKM,1910,701,1997,2,NA,NA,Turkmenistan
TLS,1910,860,2016,NA,NA,NA,Timor-Leste
TTO,1910,52,1970,1,NA,NA,Trinidad & Tobago
TUN,1910,616,1959,2,NA,NA,Tunisia
TUR,1910,640,1967,2,NA,NA,Turkey
TZA,1910,510,2002,1,NA,NA,Tanzania
UGA,1910,500,2005,1,NA,NA,Uganda
UKR,1910,369,1961,2,NA,NA,Ukraine
URY,1910,165,1989,2,NA,NA,Uruguay
USA,1910,2,NA,1,NA,NA,United States
UZB,1910,704,1992,2,NA,NA,Uzbekistan
VEN,1910,101,1971,2,NA,NA,Venezuela
VNM,1910,816,1997,2,NA,NA,Vietnam
YEM,1910,679,1969,2,NA,NA,Yemen
ZAF,1910,560,1997,1,NA,NA,South Africa
ZMB,1910,551,1979,1,NA,NA,Zambia
ZWE,1910,552,1999,1,NA,NA,Zimbabwe
AFG,1911,700,1969,2,NA,NA,Afghanistan
AGO,1911,540,1976,2,NA,NA,Angola
ALB,1911,339,1997,2,NA,NA,Albania
ARE,1911,696,2001,1,NA,NA,United Arab Emirates
ARG,1911,160,1968,2,NA,NA,Argentina
ARM,1911,371,1994,2,NA,NA,Armenia
AUS,1911,900,1973,1,NA,NA,Australia
AUT,1911,305,1973,3,NA,NA,Austria
AZE,1911,373,1992,2,NA,NA,Azerbaijan
BDI,1911,516,1993,2,NA,NA,Burundi
BEL,1911,211,1977,2,NA,NA,Belgium
BEN,1911,434,1961,2,NA,NA,Benin
BFA,1911,439,1962,2,NA,NA,Burkina Faso
BGD,1911,771,1972,1,NA,NA,Bangladesh
BGR,1911,355,1960,3,NA,NA,Bulgaria
BHR,1911,692,2000,1,NA,NA,Bahrain
BIH,1911,346,1993,3,NA,NA,Bosnia & Herzegovina
BLR,1911,370,1961,3,NA,NA,Belarus
BOL,1911,145,1977,2,NA,NA,Bolivia
BRA,1911,140,1965,2,NA,NA,Brazil
BTN,1911,NA,NA,NA,NA,NA,Bhutan
BWA,1911,571,1997,1,NA,NA,Botswana
CAF,1911,482,1964,2,NA,NA,Central African Republic
CAN,1911,20,1964,1,NA,NA,Canada
CHE,1911,225,1961,3,NA,NA,Switzerland
CHL,1911,155,1971,2,NA,NA,Chile
CHN,1911,710,2006,3,NA,NA,China
CIV,1911,437,1961,2,NA,NA,Côte d’Ivoire
CMR,1911,471,1988,2,NA,NA,Cameroon
COD,1911,490,2001,2,NA,NA,Congo - Kinshasa
COG,1911,484,1999,2,NA,NA,Congo - Brazzaville
COL,1911,100,1969,2,NA,NA,Colombia
COM,1911,581,2004,2,NA,NA,Comoros
CPV,1911,402,1979,2,NA,NA,Cape Verde
CRI,1911,94,1962,2,NA,NA,Costa Rica
CUB,1911,40,1965,NA,NA,NA,Cuba
CYP,1911,352,1968,1,NA,NA,Cyprus
CZE,1911,316,1993,3,NA,NA,Czechia
DEU,1911,255,1961,3,NA,NA,Germany
DJI,1911,522,2005,2,NA,NA,Djibouti
DNK,1911,390,1960,4,NA,NA,Denmark
DOM,1911,42,1964,2,NA,NA,Dominican Republic
DZA,1911,615,1969,2,NA,NA,Algeria
ECU,1911,130,1962,2,NA,NA,Ecuador
EGY,1911,651,1960,2,NA,NA,Egypt
ESP,1911,230,1967,2,NA,NA,Spain
EST,1911,366,2005,3,NA,NA,Estonia
ETH,1911,530,1966,2,NA,NA,Ethiopia
FIN,1911,375,1970,4,NA,NA,Finland
FJI,1911,950,2002,1,NA,NA,Fiji
FRA,1911,220,1981,2,NA,NA,France
GAB,1911,481,1961,2,NA,NA,Gabon
GBR,1911,200,1999,1,NA,NA,United Kingdom
GEO,1911,372,1993,3,NA,NA,Georgia
GHA,1911,452,1961,1,NA,NA,Ghana
GIN,1911,438,1960,2,NA,NA,Guinea
GMB,1911,420,2000,1,NA,NA,Gambia
GNB,1911,404,1977,2,NA,NA,Guinea-Bissau
GNQ,1911,411,2001,2,NA,NA,Equatorial Guinea
GRC,1911,350,1984,2,NA,NA,Greece
GTM,1911,90,1960,2,NA,NA,Guatemala
GUY,1911,110,1975,1,NA,NA,Guyana
HND,1911,91,1960,2,NA,NA,Honduras
HRV,1911,344,1991,3,NA,NA,Croatia
HTI,1911,41,1976,2,NA,NA,Haiti
HUN,1911,310,1961,3,NA,NA,Hungary
IDN,1911,850,1999,2,NA,NA,Indonesia
IND,1911,750,1960,1,NA,NA,India
IRL,1911,205,1999,1,NA,NA,Ireland
IRN,1911,630,1964,2,NA,NA,Iran
IRQ,1911,645,1959,2,NA,NA,Iraq
ISR,1911,666,1959,1,NA,NA,Israel
ITA,1911,325,1963,2,NA,NA,Italy
JAM,1911,51,1975,1,NA,NA,Jamaica
JOR,1911,663,1963,2,NA,NA,Jordan
JPN,1911,740,NA,3,NA,NA,Japan
KAZ,1911,705,1999,2,NA,NA,Kazakhstan
KEN,1911,501,2001,1,NA,NA,Kenya
KGZ,1911,703,1992,2,NA,NA,Kyrgyzstan
KHM,1911,811,1999,2,NA,NA,Cambodia
KOR,1911,732,1998,3,NA,NA,South Korea
KWT,1911,690,1966,2,NA,NA,Kuwait
LAO,1911,812,2008,2,NA,NA,Laos
LBN,1911,660,1977,2,NA,NA,Lebanon
LBR,1911,450,1959,1,NA,NA,Liberia
LBY,1911,620,1961,2,NA,NA,Libya
LKA,1911,780,1998,1,NA,NA,Sri Lanka
LSO,1911,570,1998,1,NA,NA,Lesotho
LTU,1911,368,1994,2,NA,NA,Lithuania
LUX,1911,212,2001,2,NA,NA,Luxembourg
LVA,1911,367,1992,3,NA,NA,Latvia
MAR,1911,600,1963,2,NA,NA,Morocco
MDA,1911,359,1996,2,NA,NA,Moldova
MDG,1911,580,1961,2,NA,NA,Madagascar
MEX,1911,70,1961,2,NA,NA,Mexico
MKD,1911,343,1991,2,NA,NA,North Macedonia
MLI,1911,432,1964,2,NA,NA,Mali
MMR,1911,775,NA,5,NA,NA,Myanmar (Burma)
MNE,1911,341,2006,NA,NA,NA,Montenegro
MNG,1911,712,1969,3,NA,NA,Mongolia
MOZ,1911,541,1977,2,NA,NA,Mozambique
MRT,1911,435,1963,2,NA,NA,Mauritania
MUS,1911,590,2002,2,NA,NA,Mauritius
MWI,1911,553,1965,1,NA,NA,Malawi
MYS,1911,820,NA,1,NA,NA,Malaysia
NAM,1911,565,2001,1,NA,NA,Namibia
NER,1911,436,1962,2,NA,NA,Niger
NGA,1911,475,2002,1,NA,NA,Nigeria
NIC,1911,93,1967,2,NA,NA,Nicaragua
NLD,1911,210,1973,2,NA,NA,Netherlands
NOR,1911,385,1959,4,NA,NA,Norway
NPL,1911,790,1974,1,NA,NA,Nepal
NZL,1911,920,1983,1,NA,NA,New Zealand
OMN,1911,698,NA,2,NA,NA,Oman
PAK,1911,770,1961,1,NA,NA,Pakistan
PAN,1911,95,1966,2,NA,NA,Panama
PER,1911,135,1970,2,NA,NA,Peru
PHL,1911,840,1960,2,NA,NA,Philippines
PNG,1911,910,2000,1,NA,NA,Papua New Guinea
POL,1911,290,1961,3,NA,NA,Poland
PRK,1911,NA,NA,NA,NA,NA,North Korea
PRT,1911,235,1959,2,NA,NA,Portugal
PRY,1911,150,1967,2,NA,NA,Paraguay
QAT,1911,694,1976,2,NA,NA,Qatar
ROU,1911,360,1973,2,NA,NA,Romania
RUS,1911,365,1961,2,NA,NA,Russia
RWA,1911,517,1981,2,NA,NA,Rwanda
SAU,1911,670,1978,1,NA,NA,Saudi Arabia
SDN,1911,625,1970,1,NA,NA,Sudan
SEN,1911,433,1967,2,NA,NA,Senegal
SGP,1911,830,NA,1,NA,NA,Singapore
SLB,1911,940,2012,1,NA,NA,Solomon Islands
SLE,1911,451,1966,1,NA,NA,Sierra Leone
SLV,1911,92,1995,2,NA,NA,El Salvador
SOM,1911,520,1961,NA,NA,NA,Somalia
SRB,1911,345,2000,2,NA,NA,Serbia
SSD,1911,626,2012,NA,NA,NA,South Sudan
SUR,1911,115,2017,2,NA,NA,Suriname
SVK,1911,317,1993,3,NA,NA,Slovakia
SVN,1911,349,1992,3,NA,NA,Slovenia
SWE,1911,380,1962,4,NA,NA,Sweden
SWZ,1911,572,1981,1,NA,NA,Eswatini
SYR,1911,652,1960,2,NA,NA,Syria
TCD,1911,483,1966,2,NA,NA,Chad
TGO,1911,461,1983,2,NA,NA,Togo
THA,1911,800,2017,1,NA,NA,Thailand
TJK,1911,702,1993,2,NA,NA,Tajikistan
TKM,1911,701,1997,2,NA,NA,Turkmenistan
TLS,1911,860,2016,NA,NA,NA,Timor-Leste
TTO,1911,52,1970,1,NA,NA,Trinidad & Tobago
TUN,1911,616,1959,2,NA,NA,Tunisia
TUR,1911,640,1967,2,NA,NA,Turkey
TZA,1911,510,2002,1,NA,NA,Tanzania
UGA,1911,500,2005,1,NA,NA,Uganda
UKR,1911,369,1961,2,NA,NA,Ukraine
URY,1911,165,1989,2,NA,NA,Uruguay
USA,1911,2,NA,1,NA,NA,United States
UZB,1911,704,1992,2,NA,NA,Uzbekistan
VEN,1911,101,1971,2,NA,NA,Venezuela
VNM,1911,816,1997,2,NA,NA,Vietnam
YEM,1911,679,1969,2,NA,NA,Yemen
ZAF,1911,560,1997,1,NA,NA,South Africa
ZMB,1911,551,1979,1,NA,NA,Zambia
ZWE,1911,552,1999,1,NA,NA,Zimbabwe
AFG,1912,700,1969,2,NA,NA,Afghanistan
AGO,1912,540,1976,2,NA,NA,Angola
ALB,1912,339,1997,2,NA,NA,Albania
ARE,1912,696,2001,1,NA,NA,United Arab Emirates
ARG,1912,160,1968,2,NA,NA,Argentina
ARM,1912,371,1994,2,NA,NA,Armenia
AUS,1912,900,1973,1,NA,NA,Australia
AUT,1912,305,1973,3,NA,NA,Austria
AZE,1912,373,1992,2,NA,NA,Azerbaijan
BDI,1912,516,1993,2,NA,NA,Burundi
BEL,1912,211,1977,2,NA,NA,Belgium
BEN,1912,434,1961,2,NA,NA,Benin
BFA,1912,439,1962,2,NA,NA,Burkina Faso
BGD,1912,771,1972,1,NA,NA,Bangladesh
BGR,1912,355,1960,3,NA,NA,Bulgaria
BHR,1912,692,2000,1,NA,NA,Bahrain
BIH,1912,346,1993,3,NA,NA,Bosnia & Herzegovina
BLR,1912,370,1961,3,NA,NA,Belarus
BOL,1912,145,1977,2,NA,NA,Bolivia
BRA,1912,140,1965,2,NA,NA,Brazil
BTN,1912,NA,NA,NA,NA,NA,Bhutan
BWA,1912,571,1997,1,NA,NA,Botswana
CAF,1912,482,1964,2,NA,NA,Central African Republic
CAN,1912,20,1964,1,NA,NA,Canada
CHE,1912,225,1961,3,NA,NA,Switzerland
CHL,1912,155,1971,2,NA,NA,Chile
CHN,1912,710,2006,3,NA,NA,China
CIV,1912,437,1961,2,NA,NA,Côte d’Ivoire
CMR,1912,471,1988,2,NA,NA,Cameroon
COD,1912,490,2001,2,NA,NA,Congo - Kinshasa
COG,1912,484,1999,2,NA,NA,Congo - Brazzaville
COL,1912,100,1969,2,NA,NA,Colombia
COM,1912,581,2004,2,NA,NA,Comoros
CPV,1912,402,1979,2,NA,NA,Cape Verde
CRI,1912,94,1962,2,NA,NA,Costa Rica
CUB,1912,40,1965,NA,NA,NA,Cuba
CYP,1912,352,1968,1,NA,NA,Cyprus
CZE,1912,316,1993,3,NA,NA,Czechia
DEU,1912,255,1961,3,NA,NA,Germany
DJI,1912,522,2005,2,NA,NA,Djibouti
DNK,1912,390,1960,4,NA,NA,Denmark
DOM,1912,42,1964,2,NA,NA,Dominican Republic
DZA,1912,615,1969,2,NA,NA,Algeria
ECU,1912,130,1962,2,NA,NA,Ecuador
EGY,1912,651,1960,2,NA,NA,Egypt
ESP,1912,230,1967,2,NA,NA,Spain
EST,1912,366,2005,3,NA,NA,Estonia
ETH,1912,530,1966,2,NA,NA,Ethiopia
FIN,1912,375,1970,4,NA,NA,Finland
FJI,1912,950,2002,1,NA,NA,Fiji
FRA,1912,220,1981,2,NA,NA,France
GAB,1912,481,1961,2,NA,NA,Gabon
GBR,1912,200,1999,1,NA,NA,United Kingdom
GEO,1912,372,1993,3,NA,NA,Georgia
GHA,1912,452,1961,1,NA,NA,Ghana
GIN,1912,438,1960,2,NA,NA,Guinea
GMB,1912,420,2000,1,NA,NA,Gambia
GNB,1912,404,1977,2,NA,NA,Guinea-Bissau
GNQ,1912,411,2001,2,NA,NA,Equatorial Guinea
GRC,1912,350,1984,2,NA,NA,Greece
GTM,1912,90,1960,2,NA,NA,Guatemala
