"","iso3","year","cow_code","region","confidence","toa","country_names"
"423","MEX",1882,70,"Americas","High",1943,"Mexico"
"424","MKD",1882,343,"Central and Eastern Europe","Medium",1922,"North Macedonia"
"425","MLI",1882,432,"Africa","Low",1970,"Mali"
"426","MMR",1882,775,"South-eastern Asia","Medium",1953,"Myanmar (Burma)"
"427","MNE",1882,341,"Central and Eastern Europe","Medium",1922,"Montenegro"
"428","MNG",1882,712,"Eastern Asia","Medium",1921,"Mongolia"
"429","MOZ",1882,541,"Africa","Low",1975,"Mozambique"
"430","MRT",1882,NA,NA,NA,NA,"Mauritania"
"431","MUS",1882,590,"Africa",NA,NA,"Mauritius"
"432","MWI",1882,553,"Africa",NA,NA,"Malawi"
"433","MYS",1882,820,"South-eastern Asia","Medium",1957,"Malaysia"
"434","NAM",1882,565,"Africa",NA,NA,"Namibia"
"435","NER",1882,436,"Africa",NA,NA,"Niger"
"436","NGA",1882,475,"Africa",NA,NA,"Nigeria"
"437","NIC",1882,93,"Americas","High",1956,"Nicaragua"
"438","NLD",1882,210,"Western Europe","Medium",1941,"Netherlands"
"439","NOR",1882,385,"Northern Europe","Medium",1912,"Norway"
"440","NPL",1882,790,"Southern Asia",NA,NA,"Nepal"
"441","NZL",1882,920,"Oceania","Medium",1906,"New Zealand"
"442","OMN",1882,698,"Western Asia",NA,NA,"Oman"
"443","PAK",1882,770,"Southern Asia","Low",1947,"Pakistan"
"444","PAN",1882,95,"Americas","High",1941,"Panama"
"445","PER",1882,135,"Americas","High",1935,"Peru"
"446","PHL",1882,840,"South-eastern Asia","Medium",1954,"Philippines"
"447","PNG",1882,910,"Oceania","Low",1977,"Papua New Guinea"
"448","POL",1882,290,"Central and Eastern Europe","Medium",1920,"Poland"
"449","PRK",1882,731,"Eastern Asia","Medium",1946,"North Korea"
"450","PRT",1882,235,"Europe","Medium",1889,"Portugal"
"451","PRY",1882,150,"Americas","High",1936,"Paraguay"
"452","QAT",1882,694,"Western Asia",NA,NA,"Qatar"
"453","ROU",1882,360,"Central and Eastern Europe","Medium",1933,"Romania"
"454","RUS",1882,365,"Central and Eastern Europe","Medium",1912,"Russia"
"455","RWA",1882,517,"Africa",NA,NA,"Rwanda"
"456","SAU",1882,670,"Western Asia",NA,NA,"Saudi Arabia"
"457","SDN",1882,625,"Africa",NA,NA,"Sudan"
"458","SEN",1882,433,"Africa",NA,NA,"Senegal"
"459","SGP",1882,830,"South-eastern Asia","Medium",1959,"Singapore"
"460","SLB",1882,940,"Oceania",NA,NA,"Solomon Islands"
"461","SLE",1882,451,"Africa",NA,NA,"Sierra Leone"
"462","SLV",1882,92,"Americas","High",1949,"El Salvador"
"463","SOM",1882,NA,NA,NA,NA,"Somalia"
"464","SRB",1882,345,"Central and Eastern Europe","Medium",1922,"Serbia"
"465","SSD",1882,626,"Africa",NA,NA,"South Sudan"
"466","SUR",1882,115,"Americas","Medium",NA,"Suriname"
"467","SVK",1882,317,"Central and Eastern Europe","Medium",1888,"Slovakia"
"468","SVN",1882,349,"Central and Eastern Europe","Medium",1888,"Slovenia"
"469","SWE",1882,380,"Northern Europe","Medium",1928,"Sweden"
"470","SWZ",1882,572,"Africa",NA,NA,"Eswatini"
"471","SYR",1882,652,"Western Asia",NA,NA,"Syria"
"472","TCD",1882,483,"Africa",NA,NA,"Chad"
"473","TGO",1882,461,"Africa",NA,NA,"Togo"
"474","THA",1882,800,"South-eastern Asia","Medium",1974,"Thailand"
"475","TJK",1882,702,"Central Asia","Low",1922,"Tajikistan"
"476","TKM",1882,701,"Central Asia","Low",1922,"Turkmenistan"
"477","TLS",1882,860,"Asia","(very) Low",1999,"Timor-Leste"
"478","TTO",1882,52,"Americas","High",1951,"Trinidad & Tobago"
"479","TUN",1882,616,"Africa","High",1991,"Tunisia"
"480","TUR",1882,640,"Western Asia","Low",1946,"Turkey"
"481","TZA",1882,510,"Africa",NA,NA,"Tanzania"
"482","UGA",1882,500,"Africa",NA,NA,"Uganda"
"483","UKR",1882,369,"Central and Eastern Europe","Medium",1912,"Ukraine"
"484","URY",1882,165,"Americas","High",1931,"Uruguay"
"485","USA",1882,2,"Americas","High",1965,"United States"
"486","UZB",1882,704,"Central Asia","Low",1922,"Uzbekistan"
"487","VEN",1882,101,"Americas","High",1912,"Venezuela"
"488","VNM",1882,816,"South-eastern Asia","Medium",1976,"Vietnam"
"489","YEM",1882,679,"Western Asia",NA,NA,"Yemen"
"490","ZAF",1882,560,"Africa",NA,NA,"South Africa"
"491","ZMB",1882,551,"Africa",NA,NA,"Zambia"
"492","ZWE",1882,552,"Africa",NA,NA,"Zimbabwe"
"493","AFG",1883,700,"Southern Asia",NA,NA,"Afghanistan"
"494","AGO",1883,540,"Africa","Low",1975,"Angola"
"495","ALB",1883,339,"Central and Eastern Europe","Medium",1946,"Albania"
"496","ARE",1883,696,"Western Asia",NA,NA,"United Arab Emirates"
"497","ARG",1883,160,"Americas","High",1944,"Argentina"
"498","ARM",1883,371,"Central and Eastern Europe","Low",1912,"Armenia"
"499","AUS",1883,900,"Oceania","Medium",1953,"Australia"
"500","AUT",1883,305,"Western Europe","High",1888,"Austria"
"501","AZE",1883,373,"Central and Eastern Europe","Low",1912,"Azerbaijan"
"502","BDI",1883,516,"Africa",NA,NA,"Burundi"
"503","BEL",1883,211,"Western Europe",NA,NA,"Belgium"
"504","BEN",1883,434,"Africa",NA,NA,"Benin"
"505","BFA",1883,439,"Africa",NA,NA,"Burkina Faso"
"506","BGD",1883,771,"Southern Asia","Low",1947,"Bangladesh"
"507","BGR",1883,355,"Central and Eastern Europe","Medium",1888,"Bulgaria"
"508","BHR",1883,692,"Western Asia",NA,NA,"Bahrain"
"509","BIH",1883,346,"Central and Eastern Europe","Medium",1922,"Bosnia & Herzegovina"
"510","BLR",1883,370,"Central and Eastern Europe","Medium",1912,"Belarus"
"511","BOL",1883,145,"Americas","High",1938,"Bolivia"
"512","BRA",1883,140,"Americas","High",1923,"Brazil"
"513","BTN",1883,760,"Southern Asia","Medium",1961,"Bhutan"
"514","BWA",1883,571,"Africa",NA,NA,"Botswana"
"515","CAF",1883,482,"Africa",NA,NA,"Central African Republic"
"516","CAN",1883,20,"Americas","High",1958,"Canada"
"517","CHE",1883,225,"Western Europe","Medium",1911,"Switzerland"
"518","CHL",1883,155,"Americas","High",1924,"Chile"
"519","CHN",1883,710,"Eastern Asia","High",1951,"China"
"520","CIV",1883,437,"Africa",NA,NA,"Côte d’Ivoire"
"521","CMR",1883,471,"Africa",NA,NA,"Cameroon"
"522","COD",1883,490,"Africa","High",1984,"Congo - Kinshasa"
"523","COG",1883,484,"Africa",NA,NA,"Congo - Brazzaville"
"524","COL",1883,100,"Americas","High",1938,"Colombia"
"525","COM",1883,NA,NA,NA,NA,"Comoros"
"526","CPV",1883,402,"Africa","(very) Low",1978,"Cape Verde"
"527","CRI",1883,94,"Americas","High",1941,"Costa Rica"
"528","CUB",1883,40,"Americas","High",1909,"Cuba"
"529","CYP",1883,352,"Western Asia","Medium",1957,"Cyprus"
"530","CZE",1883,316,"Central and Eastern Europe","Medium",1888,"Czechia"
"531","DEU",1883,255,"Western Europe","High",1883,"Germany"
"532","DJI",1883,522,"Africa",NA,NA,"Djibouti"
"533","DNK",1883,390,"Northern Europe","Low",1892,"Denmark"
"534","DOM",1883,42,"Americas","High",1947,"Dominican Republic"
"535","DZA",1883,615,"Africa","High",1976,"Algeria"
"536","ECU",1883,130,"Americas","High",1935,"Ecuador"
"537","EGY",1883,NA,NA,NA,NA,"Egypt"
"538","ESP",1883,230,"Europe","Medium",1883,"Spain"
"539","EST",1883,366,"Central and Eastern Europe","Medium",1912,"Estonia"
"540","ETH",1883,530,"Africa",NA,NA,"Ethiopia"
"541","FIN",1883,375,"Northern Europe","Low",1963,"Finland"
"542","FJI",1883,950,"Oceania","Low",1977,"Fiji"
"543","FRA",1883,220,"Western Europe","Medium",1893,"France"
"544","GAB",1883,481,"Africa",NA,NA,"Gabon"
"545","GBR",1883,200,"Western Europe","High",1911,"United Kingdom"
"546","GEO",1883,372,"Central and Eastern Europe","Low",1912,"Georgia"
"547","GHA",1883,NA,NA,NA,NA,"Ghana"
"548","GIN",1883,438,"Africa",NA,NA,"Guinea"
"549","GMB",1883,420,"Africa",NA,NA,"Gambia"
"550","GNB",1883,404,"Africa","Low",1993,"Guinea-Bissau"
"551","GNQ",1883,411,"Africa","Low",NA,"Equatorial Guinea"
"552","GRC",1883,350,"Southern Europe","Medium",1922,"Greece"
"553","GTM",1883,90,"Americas","High",1944,"Guatemala"
"554","GUY",1883,110,"Americas","Medium",NA,"Guyana"
"555","HND",1883,91,"Americas","High",1959,"Honduras"
"556","HRV",1883,344,"Central and Eastern Europe","Medium",1888,"Croatia"
"557","HTI",1883,41,"Americas","High",1948,"Haiti"
"558","HUN",1883,310,"Central and Eastern Europe","Medium",1891,"Hungary"
"559","IDN",1883,850,"South-eastern Asia","Medium",1949,"Indonesia"
"560","IND",1883,750,"Southern Asia","Low",1947,"India"
"561","IRL",1883,205,"Western Europe",NA,NA,"Ireland"
"562","IRN",1883,630,"Southern Asia","Medium",1955,"Iran"
"563","IRQ",1883,645,"Western Asia",NA,NA,"Iraq"
"564","ISR",1883,666,"Western Asia","Low",1948,"Israel"
"565","ITA",1883,325,"Southern Europe","Medium",1923,"Italy"
"566","JAM",1883,51,"Americas","High",1965,"Jamaica"
"567","JOR",1883,663,"Western Asia",NA,NA,"Jordan"
"568","JPN",1883,740,"Eastern Asia","High",1922,"Japan"
"569","KAZ",1883,705,"Central Asia","Low",1922,"Kazakhstan"
"570","KEN",1883,501,"Africa",NA,NA,"Kenya"
"571","KGZ",1883,703,"Central Asia","Low",1922,"Kyrgyzstan"
"572","KHM",1883,811,"South-eastern Asia","Low",1955,"Cambodia"
"573","KOR",1883,732,"Eastern Asia","Medium",1976,"South Korea"
"574","KWT",1883,690,"Western Asia",NA,NA,"Kuwait"
"575","LAO",1883,812,"South-eastern Asia","Medium",1975,"Laos"
"576","LBN",1883,660,"Western Asia",NA,NA,"Lebanon"
"577","LBR",1883,450,"Africa",NA,NA,"Liberia"
"578","LBY",1883,NA,NA,NA,NA,"Libya"
"579","LKA",1883,780,"Southern Asia","Medium",1948,"Sri Lanka"
"580","LSO",1883,570,"Africa",NA,NA,"Lesotho"
"581","LTU",1883,368,"Central and Eastern Europe","Medium",1912,"Lithuania"
"582","LUX",1883,212,"Western Europe",NA,NA,"Luxembourg"
"583","LVA",1883,367,"Central and Eastern Europe","Medium",1912,"Latvia"
"584","MAR",1883,600,"Africa",NA,NA,"Morocco"
"585","MDA",1883,359,"Central and Eastern Europe","Medium",1912,"Moldova"
"586","MDG",1883,580,"Africa",NA,NA,"Madagascar"
"587","MEX",1883,70,"Americas","High",1943,"Mexico"
"588","MKD",1883,343,"Central and Eastern Europe","Medium",1922,"North Macedonia"
"589","MLI",1883,432,"Africa","Low",1970,"Mali"
"590","MMR",1883,775,"South-eastern Asia","Medium",1953,"Myanmar (Burma)"
"591","MNE",1883,341,"Central and Eastern Europe","Medium",1922,"Montenegro"
"592","MNG",1883,712,"Eastern Asia","Medium",1921,"Mongolia"
"593","MOZ",1883,541,"Africa","Low",1975,"Mozambique"
"594","MRT",1883,NA,NA,NA,NA,"Mauritania"
"595","MUS",1883,590,"Africa",NA,NA,"Mauritius"
"596","MWI",1883,553,"Africa",NA,NA,"Malawi"
"597","MYS",1883,820,"South-eastern Asia","Medium",1957,"Malaysia"
"598","NAM",1883,565,"Africa",NA,NA,"Namibia"
"599","NER",1883,436,"Africa",NA,NA,"Niger"
"600","NGA",1883,475,"Africa",NA,NA,"Nigeria"
"601","NIC",1883,93,"Americas","High",1956,"Nicaragua"
"602","NLD",1883,210,"Western Europe","Medium",1941,"Netherlands"
"603","NOR",1883,385,"Northern Europe","Medium",1912,"Norway"
"604","NPL",1883,790,"Southern Asia",NA,NA,"Nepal"
"605","NZL",1883,920,"Oceania","Medium",1906,"New Zealand"
"606","OMN",1883,698,"Western Asia",NA,NA,"Oman"
"607","PAK",1883,770,"Southern Asia","Low",1947,"Pakistan"
"608","PAN",1883,95,"Americas","High",1941,"Panama"
"609","PER",1883,135,"Americas","High",1935,"Peru"
"610","PHL",1883,840,"South-eastern Asia","Medium",1954,"Philippines"
"611","PNG",1883,910,"Oceania","Low",1977,"Papua New Guinea"
"612","POL",1883,290,"Central and Eastern Europe","Medium",1920,"Poland"
"613","PRK",1883,731,"Eastern Asia","Medium",1946,"North Korea"
"614","PRT",1883,235,"Europe","Medium",1889,"Portugal"
"615","PRY",1883,150,"Americas","High",1936,"Paraguay"
"616","QAT",1883,694,"Western Asia",NA,NA,"Qatar"
"617","ROU",1883,360,"Central and Eastern Europe","Medium",1933,"Romania"
"618","RUS",1883,365,"Central and Eastern Europe","Medium",1912,"Russia"
"619","RWA",1883,517,"Africa",NA,NA,"Rwanda"
"620","SAU",1883,670,"Western Asia",NA,NA,"Saudi Arabia"
"621","SDN",1883,625,"Africa",NA,NA,"Sudan"
"622","SEN",1883,433,"Africa",NA,NA,"Senegal"
"623","SGP",1883,830,"South-eastern Asia","Medium",1959,"Singapore"
"624","SLB",1883,940,"Oceania",NA,NA,"Solomon Islands"
"625","SLE",1883,451,"Africa",NA,NA,"Sierra Leone"
"626","SLV",1883,92,"Americas","High",1949,"El Salvador"
"627","SOM",1883,NA,NA,NA,NA,"Somalia"
"628","SRB",1883,345,"Central and Eastern Europe","Medium",1922,"Serbia"
"629","SSD",1883,626,"Africa",NA,NA,"South Sudan"
"630","SUR",1883,115,"Americas","Medium",NA,"Suriname"
"631","SVK",1883,317,"Central and Eastern Europe","Medium",1888,"Slovakia"
"632","SVN",1883,349,"Central and Eastern Europe","Medium",1888,"Slovenia"
"633","SWE",1883,380,"Northern Europe","Medium",1928,"Sweden"
"634","SWZ",1883,572,"Africa",NA,NA,"Eswatini"
"635","SYR",1883,652,"Western Asia",NA,NA,"Syria"
"636","TCD",1883,483,"Africa",NA,NA,"Chad"
"637","TGO",1883,461,"Africa",NA,NA,"Togo"
"638","THA",1883,800,"South-eastern Asia","Medium",1974,"Thailand"
"639","TJK",1883,702,"Central Asia","Low",1922,"Tajikistan"
"640","TKM",1883,701,"Central Asia","Low",1922,"Turkmenistan"
"641","TLS",1883,860,"Asia","(very) Low",1999,"Timor-Leste"
"642","TTO",1883,52,"Americas","High",1951,"Trinidad & Tobago"
"643","TUN",1883,616,"Africa","High",1991,"Tunisia"
"644","TUR",1883,640,"Western Asia","Low",1946,"Turkey"
"645","TZA",1883,510,"Africa",NA,NA,"Tanzania"
"646","UGA",1883,500,"Africa",NA,NA,"Uganda"
"647","UKR",1883,369,"Central and Eastern Europe","Medium",1912,"Ukraine"
"648","URY",1883,165,"Americas","High",1931,"Uruguay"
"649","USA",1883,2,"Americas","High",1965,"United States"
"650","UZB",1883,704,"Central Asia","Low",1922,"Uzbekistan"
"651","VEN",1883,101,"Americas","High",1912,"Venezuela"
"652","VNM",1883,816,"South-eastern Asia","Medium",1976,"Vietnam"
"653","YEM",1883,679,"Western Asia",NA,NA,"Yemen"
"654","ZAF",1883,560,"Africa",NA,NA,"South Africa"
"655","ZMB",1883,551,"Africa",NA,NA,"Zambia"
"656","ZWE",1883,552,"Africa",NA,NA,"Zimbabwe"
"657","AFG",1884,700,"Southern Asia",NA,NA,"Afghanistan"
"658","AGO",1884,540,"Africa","Low",1975,"Angola"
"659","ALB",1884,339,"Central and Eastern Europe","Medium",1946,"Albania"
"660","ARE",1884,696,"Western Asia",NA,NA,"United Arab Emirates"
"661","ARG",1884,160,"Americas","High",1944,"Argentina"
"662","ARM",1884,371,"Central and Eastern Europe","Low",1912,"Armenia"
"663","AUS",1884,900,"Oceania","Medium",1953,"Australia"
"664","AUT",1884,305,"Western Europe","High",1888,"Austria"
"665","AZE",1884,373,"Central and Eastern Europe","Low",1912,"Azerbaijan"
"666","BDI",1884,516,"Africa",NA,NA,"Burundi"
"667","BEL",1884,211,"Western Europe",NA,NA,"Belgium"
"668","BEN",1884,434,"Africa",NA,NA,"Benin"
"669","BFA",1884,439,"Africa",NA,NA,"Burkina Faso"
"670","BGD",1884,771,"Southern Asia","Low",1947,"Bangladesh"
"671","BGR",1884,355,"Central and Eastern Europe","Medium",1888,"Bulgaria"
"672","BHR",1884,692,"Western Asia",NA,NA,"Bahrain"
"673","BIH",1884,346,"Central and Eastern Europe","Medium",1922,"Bosnia & Herzegovina"
"674","BLR",1884,370,"Central and Eastern Europe","Medium",1912,"Belarus"
"675","BOL",1884,145,"Americas","High",1938,"Bolivia"
"676","BRA",1884,140,"Americas","High",1923,"Brazil"
"677","BTN",1884,760,"Southern Asia","Medium",1961,"Bhutan"
"678","BWA",1884,571,"Africa",NA,NA,"Botswana"
"679","CAF",1884,482,"Africa",NA,NA,"Central African Republic"
"680","CAN",1884,20,"Americas","High",1958,"Canada"
"681","CHE",1884,225,"Western Europe","Medium",1911,"Switzerland"
"682","CHL",1884,155,"Americas","High",1924,"Chile"
"683","CHN",1884,710,"Eastern Asia","High",1951,"China"
"684","CIV",1884,437,"Africa",NA,NA,"Côte d’Ivoire"
"685","CMR",1884,471,"Africa",NA,NA,"Cameroon"
"686","COD",1884,490,"Africa","High",1984,"Congo - Kinshasa"
"687","COG",1884,484,"Africa",NA,NA,"Congo - Brazzaville"
"688","COL",1884,100,"Americas","High",1938,"Colombia"
"689","COM",1884,NA,NA,NA,NA,"Comoros"
"690","CPV",1884,402,"Africa","(very) Low",1978,"Cape Verde"
"691","CRI",1884,94,"Americas","High",1941,"Costa Rica"
"692","CUB",1884,40,"Americas","High",1909,"Cuba"
"693","CYP",1884,352,"Western Asia","Medium",1957,"Cyprus"
"694","CZE",1884,316,"Central and Eastern Europe","Medium",1888,"Czechia"
"695","DEU",1884,255,"Western Europe","High",1883,"Germany"
"696","DJI",1884,522,"Africa",NA,NA,"Djibouti"
"697","DNK",1884,390,"Northern Europe","Low",1892,"Denmark"
"698","DOM",1884,42,"Americas","High",1947,"Dominican Republic"
"699","DZA",1884,615,"Africa","High",1976,"Algeria"
"700","ECU",1884,130,"Americas","High",1935,"Ecuador"
"701","EGY",1884,NA,NA,NA,NA,"Egypt"
"702","ESP",1884,230,"Europe","Medium",1883,"Spain"
"703","EST",1884,366,"Central and Eastern Europe","Medium",1912,"Estonia"
"704","ETH",1884,530,"Africa",NA,NA,"Ethiopia"
"705","FIN",1884,375,"Northern Europe","Low",1963,"Finland"
"706","FJI",1884,950,"Oceania","Low",1977,"Fiji"
"707","FRA",1884,220,"Western Europe","Medium",1893,"France"
"708","GAB",1884,481,"Africa",NA,NA,"Gabon"
"709","GBR",1884,200,"Western Europe","High",1911,"United Kingdom"
"710","GEO",1884,372,"Central and Eastern Europe","Low",1912,"Georgia"
"711","GHA",1884,NA,NA,NA,NA,"Ghana"
"712","GIN",1884,438,"Africa",NA,NA,"Guinea"
"713","GMB",1884,420,"Africa",NA,NA,"Gambia"
"714","GNB",1884,404,"Africa","Low",1993,"Guinea-Bissau"
"715","GNQ",1884,411,"Africa","Low",NA,"Equatorial Guinea"
"716","GRC",1884,350,"Southern Europe","Medium",1922,"Greece"
"717","GTM",1884,90,"Americas","High",1944,"Guatemala"
"718","GUY",1884,110,"Americas","Medium",NA,"Guyana"
"719","HND",1884,91,"Americas","High",1959,"Honduras"
"720","HRV",1884,344,"Central and Eastern Europe","Medium",1888,"Croatia"
"721","HTI",1884,41,"Americas","High",1948,"Haiti"
"722","HUN",1884,310,"Central and Eastern Europe","Medium",1891,"Hungary"
"723","IDN",1884,850,"South-eastern Asia","Medium",1949,"Indonesia"
"724","IND",1884,750,"Southern Asia","Low",1947,"India"
"725","IRL",1884,205,"Western Europe",NA,NA,"Ireland"
"726","IRN",1884,630,"Southern Asia","Medium",1955,"Iran"
"727","IRQ",1884,645,"Western Asia",NA,NA,"Iraq"
"728","ISR",1884,666,"Western Asia","Low",1948,"Israel"
"729","ITA",1884,325,"Southern Europe","Medium",1923,"Italy"
"730","JAM",1884,51,"Americas","High",1965,"Jamaica"
"731","JOR",1884,663,"Western Asia",NA,NA,"Jordan"
"732","JPN",1884,740,"Eastern Asia","High",1922,"Japan"
"733","KAZ",1884,705,"Central Asia","Low",1922,"Kazakhstan"
"734","KEN",1884,501,"Africa",NA,NA,"Kenya"
"735","KGZ",1884,703,"Central Asia","Low",1922,"Kyrgyzstan"
"736","KHM",1884,811,"South-eastern Asia","Low",1955,"Cambodia"
"737","KOR",1884,732,"Eastern Asia","Medium",1976,"South Korea"
"738","KWT",1884,690,"Western Asia",NA,NA,"Kuwait"
"739","LAO",1884,812,"South-eastern Asia","Medium",1975,"Laos"
"740","LBN",1884,660,"Western Asia",NA,NA,"Lebanon"
"741","LBR",1884,450,"Africa",NA,NA,"Liberia"
"742","LBY",1884,NA,NA,NA,NA,"Libya"
"743","LKA",1884,780,"Southern Asia","Medium",1948,"Sri Lanka"
"744","LSO",1884,570,"Africa",NA,NA,"Lesotho"
"745","LTU",1884,368,"Central and Eastern Europe","Medium",1912,"Lithuania"
"746","LUX",1884,212,"Western Europe",NA,NA,"Luxembourg"
"747","LVA",1884,367,"Central and Eastern Europe","Medium",1912,"Latvia"
"748","MAR",1884,600,"Africa",NA,NA,"Morocco"
"749","MDA",1884,359,"Central and Eastern Europe","Medium",1912,"Moldova"
"750","MDG",1884,580,"Africa",NA,NA,"Madagascar"
"751","MEX",1884,70,"Americas","High",1943,"Mexico"
"752","MKD",1884,343,"Central and Eastern Europe","Medium",1922,"North Macedonia"
"753","MLI",1884,432,"Africa","Low",1970,"Mali"
"754","MMR",1884,775,"South-eastern Asia","Medium",1953,"Myanmar (Burma)"
"755","MNE",1884,341,"Central and Eastern Europe","Medium",1922,"Montenegro"
"756","MNG",1884,712,"Eastern Asia","Medium",1921,"Mongolia"
"757","MOZ",1884,541,"Africa","Low",1975,"Mozambique"
"758","MRT",1884,NA,NA,NA,NA,"Mauritania"
"759","MUS",1884,590,"Africa",NA,NA,"Mauritius"
"760","MWI",1884,553,"Africa",NA,NA,"Malawi"
"761","MYS",1884,820,"South-eastern Asia","Medium",1957,"Malaysia"
"762","NAM",1884,565,"Africa",NA,NA,"Namibia"
"763","NER",1884,436,"Africa",NA,NA,"Niger"
"764","NGA",1884,475,"Africa",NA,NA,"Nigeria"
"765","NIC",1884,93,"Americas","High",1956,"Nicaragua"
"766","NLD",1884,210,"Western Europe","Medium",1941,"Netherlands"
"767","NOR",1884,385,"Northern Europe","Medium",1912,"Norway"
"768","NPL",1884,790,"Southern Asia",NA,NA,"Nepal"
"769","NZL",1884,920,"Oceania","Medium",1906,"New Zealand"
"770","OMN",1884,698,"Western Asia",NA,NA,"Oman"
"771","PAK",1884,770,"Southern Asia","Low",1947,"Pakistan"
"772","PAN",1884,95,"Americas","High",1941,"Panama"
"773","PER",1884,135,"Americas","High",1935,"Peru"
"774","PHL",1884,840,"South-eastern Asia","Medium",1954,"Philippines"
"775","PNG",1884,910,"Oceania","Low",1977,"Papua New Guinea"
"776","POL",1884,290,"Central and Eastern Europe","Medium",1920,"Poland"
"777","PRK",1884,731,"Eastern Asia","Medium",1946,"North Korea"
"778","PRT",1884,235,"Europe","Medium",1889,"Portugal"
"779","PRY",1884,150,"Americas","High",1936,"Paraguay"
"780","QAT",1884,694,"Western Asia",NA,NA,"Qatar"
"781","ROU",1884,360,"Central and Eastern Europe","Medium",1933,"Romania"
"782","RUS",1884,365,"Central and Eastern Europe","Medium",1912,"Russia"
"783","RWA",1884,517,"Africa",NA,NA,"Rwanda"
"784","SAU",1884,670,"Western Asia",NA,NA,"Saudi Arabia"
"785","SDN",1884,625,"Africa",NA,NA,"Sudan"
"786","SEN",1884,433,"Africa",NA,NA,"Senegal"
"787","SGP",1884,830,"South-eastern Asia","Medium",1959,"Singapore"
"788","SLB",1884,940,"Oceania",NA,NA,"Solomon Islands"
"789","SLE",1884,451,"Africa",NA,NA,"Sierra Leone"
"790","SLV",1884,92,"Americas","High",1949,"El Salvador"
