"","iso3","year","cow_code","region","confidence","toa","country_names"
"14970","ESP",1971,230,"Europe","Medium",1883,"Spain"
"14971","EST",1971,366,"Central and Eastern Europe","Medium",1912,"Estonia"
"14972","ETH",1971,530,"Africa",NA,NA,"Ethiopia"
"14973","FIN",1971,375,"Northern Europe","Low",1963,"Finland"
"14974","FJI",1971,950,"Oceania","Low",1977,"Fiji"
"14975","FRA",1971,220,"Western Europe","Medium",1893,"France"
"14976","GAB",1971,481,"Africa",NA,NA,"Gabon"
"14977","GBR",1971,200,"Western Europe","High",1911,"United Kingdom"
"14978","GEO",1971,372,"Central and Eastern Europe","Low",1912,"Georgia"
"14979","GHA",1971,NA,NA,NA,NA,"Ghana"
"14980","GIN",1971,438,"Africa",NA,NA,"Guinea"
"14981","GMB",1971,420,"Africa",NA,NA,"Gambia"
"14982","GNB",1971,404,"Africa","Low",1993,"Guinea-Bissau"
"14983","GNQ",1971,411,"Africa","Low",NA,"Equatorial Guinea"
"14984","GRC",1971,350,"Southern Europe","Medium",1922,"Greece"
"14985","GTM",1971,90,"Americas","High",1944,"Guatemala"
"14986","GUY",1971,110,"Americas","Medium",NA,"Guyana"
"14987","HND",1971,91,"Americas","High",1959,"Honduras"
"14988","HRV",1971,344,"Central and Eastern Europe","Medium",1888,"Croatia"
"14989","HTI",1971,41,"Americas","High",1948,"Haiti"
"14990","HUN",1971,310,"Central and Eastern Europe","Medium",1891,"Hungary"
"14991","IDN",1971,850,"South-eastern Asia","Medium",1949,"Indonesia"
"14992","IND",1971,750,"Southern Asia","Low",1947,"India"
"14993","IRL",1971,205,"Western Europe",NA,NA,"Ireland"
"14994","IRN",1971,630,"Southern Asia","Medium",1955,"Iran"
"14995","IRQ",1971,645,"Western Asia",NA,NA,"Iraq"
"14996","ISR",1971,666,"Western Asia","Low",1948,"Israel"
"14997","ITA",1971,325,"Southern Europe","Medium",1923,"Italy"
"14998","JAM",1971,51,"Americas","High",1965,"Jamaica"
"14999","JOR",1971,663,"Western Asia",NA,NA,"Jordan"
"15000","JPN",1971,740,"Eastern Asia","High",1922,"Japan"
"15001","KAZ",1971,705,"Central Asia","Low",1922,"Kazakhstan"
"15002","KEN",1971,501,"Africa",NA,NA,"Kenya"
"15003","KGZ",1971,703,"Central Asia","Low",1922,"Kyrgyzstan"
"15004","KHM",1971,811,"South-eastern Asia","Low",1955,"Cambodia"
"15005","KOR",1971,732,"Eastern Asia","Medium",1976,"South Korea"
"15006","KWT",1971,690,"Western Asia",NA,NA,"Kuwait"
"15007","LAO",1971,812,"South-eastern Asia","Medium",1975,"Laos"
"15008","LBN",1971,660,"Western Asia",NA,NA,"Lebanon"
"15009","LBR",1971,450,"Africa",NA,NA,"Liberia"
"15010","LBY",1971,NA,NA,NA,NA,"Libya"
"15011","LKA",1971,780,"Southern Asia","Medium",1948,"Sri Lanka"
"15012","LSO",1971,570,"Africa",NA,NA,"Lesotho"
"15013","LTU",1971,368,"Central and Eastern Europe","Medium",1912,"Lithuania"
"15014","LUX",1971,212,"Western Europe",NA,NA,"Luxembourg"
"15015","LVA",1971,367,"Central and Eastern Europe","Medium",1912,"Latvia"
"15016","MAR",1971,600,"Africa",NA,NA,"Morocco"
"15017","MDA",1971,359,"Central and Eastern Europe","Medium",1912,"Moldova"
"15018","MDG",1971,580,"Africa",NA,NA,"Madagascar"
"15019","MEX",1971,70,"Americas","High",1943,"Mexico"
"15020","MKD",1971,343,"Central and Eastern Europe","Medium",1922,"North Macedonia"
"15021","MLI",1971,432,"Africa","Low",1970,"Mali"
"15022","MMR",1971,775,"South-eastern Asia","Medium",1953,"Myanmar (Burma)"
"15023","MNE",1971,341,"Central and Eastern Europe","Medium",1922,"Montenegro"
"15024","MNG",1971,712,"Eastern Asia","Medium",1921,"Mongolia"
"15025","MOZ",1971,541,"Africa","Low",1975,"Mozambique"
"15026","MRT",1971,NA,NA,NA,NA,"Mauritania"
"15027","MUS",1971,590,"Africa",NA,NA,"Mauritius"
"15028","MWI",1971,553,"Africa",NA,NA,"Malawi"
"15029","MYS",1971,820,"South-eastern Asia","Medium",1957,"Malaysia"
"15030","NAM",1971,565,"Africa",NA,NA,"Namibia"
"15031","NER",1971,436,"Africa",NA,NA,"Niger"
"15032","NGA",1971,475,"Africa",NA,NA,"Nigeria"
"15033","NIC",1971,93,"Americas","High",1956,"Nicaragua"
"15034","NLD",1971,210,"Western Europe","Medium",1941,"Netherlands"
"15035","NOR",1971,385,"Northern Europe","Medium",1912,"Norway"
"15036","NPL",1971,790,"Southern Asia",NA,NA,"Nepal"
"15037","NZL",1971,920,"Oceania","Medium",1906,"New Zealand"
"15038","OMN",1971,698,"Western Asia",NA,NA,"Oman"
"15039","PAK",1971,770,"Southern Asia","Low",1947,"Pakistan"
"15040","PAN",1971,95,"Americas","High",1941,"Panama"
"15041","PER",1971,135,"Americas","High",1935,"Peru"
"15042","PHL",1971,840,"South-eastern Asia","Medium",1954,"Philippines"
"15043","PNG",1971,910,"Oceania","Low",1977,"Papua New Guinea"
"15044","POL",1971,290,"Central and Eastern Europe","Medium",1920,"Poland"
"15045","PRK",1971,731,"Eastern Asia","Medium",1946,"North Korea"
"15046","PRT",1971,235,"Europe","Medium",1889,"Portugal"
"15047","PRY",1971,150,"Americas","High",1936,"Paraguay"
"15048","QAT",1971,694,"Western Asia",NA,NA,"Qatar"
"15049","ROU",1971,360,"Central and Eastern Europe","Medium",1933,"Romania"
"15050","RUS",1971,365,"Central and Eastern Europe","Medium",1912,"Russia"
"15051","RWA",1971,517,"Africa",NA,NA,"Rwanda"
"15052","SAU",1971,670,"Western Asia",NA,NA,"Saudi Arabia"
"15053","SDN",1971,625,"Africa",NA,NA,"Sudan"
"15054","SEN",1971,433,"Africa",NA,NA,"Senegal"
"15055","SGP",1971,830,"South-eastern Asia","Medium",1959,"Singapore"
"15056","SLB",1971,940,"Oceania",NA,NA,"Solomon Islands"
"15057","SLE",1971,451,"Africa",NA,NA,"Sierra Leone"
"15058","SLV",1971,92,"Americas","High",1949,"El Salvador"
"15059","SOM",1971,NA,NA,NA,NA,"Somalia"
"15060","SRB",1971,345,"Central and Eastern Europe","Medium",1922,"Serbia"
"15061","SSD",1971,626,"Africa",NA,NA,"South Sudan"
"15062","SUR",1971,115,"Americas","Medium",NA,"Suriname"
"15063","SVK",1971,317,"Central and Eastern Europe","Medium",1888,"Slovakia"
"15064","SVN",1971,349,"Central and Eastern Europe","Medium",1888,"Slovenia"
"15065","SWE",1971,380,"Northern Europe","Medium",1928,"Sweden"
"15066","SWZ",1971,572,"Africa",NA,NA,"Eswatini"
"15067","SYR",1971,652,"Western Asia",NA,NA,"Syria"
"15068","TCD",1971,483,"Africa",NA,NA,"Chad"
"15069","TGO",1971,461,"Africa",NA,NA,"Togo"
"15070","THA",1971,800,"South-eastern Asia","Medium",1974,"Thailand"
"15071","TJK",1971,702,"Central Asia","Low",1922,"Tajikistan"
"15072","TKM",1971,701,"Central Asia","Low",1922,"Turkmenistan"
"15073","TLS",1971,860,"Asia","(very) Low",1999,"Timor-Leste"
"15074","TTO",1971,52,"Americas","High",1951,"Trinidad & Tobago"
"15075","TUN",1971,616,"Africa","High",1991,"Tunisia"
"15076","TUR",1971,640,"Western Asia","Low",1946,"Turkey"
"15077","TZA",1971,510,"Africa",NA,NA,"Tanzania"
"15078","UGA",1971,500,"Africa",NA,NA,"Uganda"
"15079","UKR",1971,369,"Central and Eastern Europe","Medium",1912,"Ukraine"
"15080","URY",1971,165,"Americas","High",1931,"Uruguay"
"15081","USA",1971,2,"Americas","High",1965,"United States"
"15082","UZB",1971,704,"Central Asia","Low",1922,"Uzbekistan"
"15083","VEN",1971,101,"Americas","High",1912,"Venezuela"
"15084","VNM",1971,816,"South-eastern Asia","Medium",1976,"Vietnam"
"15085","YEM",1971,679,"Western Asia",NA,NA,"Yemen"
"15086","ZAF",1971,560,"Africa",NA,NA,"South Africa"
"15087","ZMB",1971,551,"Africa",NA,NA,"Zambia"
"15088","ZWE",1971,552,"Africa",NA,NA,"Zimbabwe"
"15089","AFG",1972,700,"Southern Asia",NA,NA,"Afghanistan"
"15090","AGO",1972,540,"Africa","Low",1975,"Angola"
"15091","ALB",1972,339,"Central and Eastern Europe","Medium",1946,"Albania"
"15092","ARE",1972,696,"Western Asia",NA,NA,"United Arab Emirates"
"15093","ARG",1972,160,"Americas","High",1944,"Argentina"
"15094","ARM",1972,371,"Central and Eastern Europe","Low",1912,"Armenia"
"15095","AUS",1972,900,"Oceania","Medium",1953,"Australia"
"15096","AUT",1972,305,"Western Europe","High",1888,"Austria"
"15097","AZE",1972,373,"Central and Eastern Europe","Low",1912,"Azerbaijan"
"15098","BDI",1972,516,"Africa",NA,NA,"Burundi"
"15099","BEL",1972,211,"Western Europe",NA,NA,"Belgium"
"15100","BEN",1972,434,"Africa",NA,NA,"Benin"
"15101","BFA",1972,439,"Africa",NA,NA,"Burkina Faso"
"15102","BGD",1972,771,"Southern Asia","Low",1947,"Bangladesh"
"15103","BGR",1972,355,"Central and Eastern Europe","Medium",1888,"Bulgaria"
"15104","BHR",1972,692,"Western Asia",NA,NA,"Bahrain"
"15105","BIH",1972,346,"Central and Eastern Europe","Medium",1922,"Bosnia & Herzegovina"
"15106","BLR",1972,370,"Central and Eastern Europe","Medium",1912,"Belarus"
"15107","BOL",1972,145,"Americas","High",1938,"Bolivia"
"15108","BRA",1972,140,"Americas","High",1923,"Brazil"
"15109","BTN",1972,760,"Southern Asia","Medium",1961,"Bhutan"
"15110","BWA",1972,571,"Africa",NA,NA,"Botswana"
"15111","CAF",1972,482,"Africa",NA,NA,"Central African Republic"
"15112","CAN",1972,20,"Americas","High",1958,"Canada"
"15113","CHE",1972,225,"Western Europe","Medium",1911,"Switzerland"
"15114","CHL",1972,155,"Americas","High",1924,"Chile"
"15115","CHN",1972,710,"Eastern Asia","High",1951,"China"
"15116","CIV",1972,437,"Africa",NA,NA,"Côte d’Ivoire"
"15117","CMR",1972,471,"Africa",NA,NA,"Cameroon"
"15118","COD",1972,490,"Africa","High",1984,"Congo - Kinshasa"
"15119","COG",1972,484,"Africa",NA,NA,"Congo - Brazzaville"
"15120","COL",1972,100,"Americas","High",1938,"Colombia"
"15121","COM",1972,NA,NA,NA,NA,"Comoros"
"15122","CPV",1972,402,"Africa","(very) Low",1978,"Cape Verde"
"15123","CRI",1972,94,"Americas","High",1941,"Costa Rica"
"15124","CUB",1972,40,"Americas","High",1909,"Cuba"
"15125","CYP",1972,352,"Western Asia","Medium",1957,"Cyprus"
"15126","CZE",1972,316,"Central and Eastern Europe","Medium",1888,"Czechia"
"15127","DEU",1972,255,"Western Europe","High",1883,"Germany"
"15128","DJI",1972,522,"Africa",NA,NA,"Djibouti"
"15129","DNK",1972,390,"Northern Europe","Low",1892,"Denmark"
"15130","DOM",1972,42,"Americas","High",1947,"Dominican Republic"
"15131","DZA",1972,615,"Africa","High",1976,"Algeria"
"15132","ECU",1972,130,"Americas","High",1935,"Ecuador"
"15133","EGY",1972,NA,NA,NA,NA,"Egypt"
"15134","ESP",1972,230,"Europe","Medium",1883,"Spain"
"15135","EST",1972,366,"Central and Eastern Europe","Medium",1912,"Estonia"
"15136","ETH",1972,530,"Africa",NA,NA,"Ethiopia"
"15137","FIN",1972,375,"Northern Europe","Low",1963,"Finland"
"15138","FJI",1972,950,"Oceania","Low",1977,"Fiji"
"15139","FRA",1972,220,"Western Europe","Medium",1893,"France"
"15140","GAB",1972,481,"Africa",NA,NA,"Gabon"
"15141","GBR",1972,200,"Western Europe","High",1911,"United Kingdom"
"15142","GEO",1972,372,"Central and Eastern Europe","Low",1912,"Georgia"
"15143","GHA",1972,NA,NA,NA,NA,"Ghana"
"15144","GIN",1972,438,"Africa",NA,NA,"Guinea"
"15145","GMB",1972,420,"Africa",NA,NA,"Gambia"
"15146","GNB",1972,404,"Africa","Low",1993,"Guinea-Bissau"
"15147","GNQ",1972,411,"Africa","Low",NA,"Equatorial Guinea"
"15148","GRC",1972,350,"Southern Europe","Medium",1922,"Greece"
"15149","GTM",1972,90,"Americas","High",1944,"Guatemala"
"15150","GUY",1972,110,"Americas","Medium",NA,"Guyana"
"15151","HND",1972,91,"Americas","High",1959,"Honduras"
"15152","HRV",1972,344,"Central and Eastern Europe","Medium",1888,"Croatia"
"15153","HTI",1972,41,"Americas","High",1948,"Haiti"
"15154","HUN",1972,310,"Central and Eastern Europe","Medium",1891,"Hungary"
"15155","IDN",1972,850,"South-eastern Asia","Medium",1949,"Indonesia"
"15156","IND",1972,750,"Southern Asia","Low",1947,"India"
"15157","IRL",1972,205,"Western Europe",NA,NA,"Ireland"
"15158","IRN",1972,630,"Southern Asia","Medium",1955,"Iran"
"15159","IRQ",1972,645,"Western Asia",NA,NA,"Iraq"
"15160","ISR",1972,666,"Western Asia","Low",1948,"Israel"
"15161","ITA",1972,325,"Southern Europe","Medium",1923,"Italy"
"15162","JAM",1972,51,"Americas","High",1965,"Jamaica"
"15163","JOR",1972,663,"Western Asia",NA,NA,"Jordan"
"15164","JPN",1972,740,"Eastern Asia","High",1922,"Japan"
"15165","KAZ",1972,705,"Central Asia","Low",1922,"Kazakhstan"
"15166","KEN",1972,501,"Africa",NA,NA,"Kenya"
"15167","KGZ",1972,703,"Central Asia","Low",1922,"Kyrgyzstan"
"15168","KHM",1972,811,"South-eastern Asia","Low",1955,"Cambodia"
"15169","KOR",1972,732,"Eastern Asia","Medium",1976,"South Korea"
"15170","KWT",1972,690,"Western Asia",NA,NA,"Kuwait"
"15171","LAO",1972,812,"South-eastern Asia","Medium",1975,"Laos"
"15172","LBN",1972,660,"Western Asia",NA,NA,"Lebanon"
"15173","LBR",1972,450,"Africa",NA,NA,"Liberia"
"15174","LBY",1972,NA,NA,NA,NA,"Libya"
"15175","LKA",1972,780,"Southern Asia","Medium",1948,"Sri Lanka"
"15176","LSO",1972,570,"Africa",NA,NA,"Lesotho"
"15177","LTU",1972,368,"Central and Eastern Europe","Medium",1912,"Lithuania"
"15178","LUX",1972,212,"Western Europe",NA,NA,"Luxembourg"
"15179","LVA",1972,367,"Central and Eastern Europe","Medium",1912,"Latvia"
"15180","MAR",1972,600,"Africa",NA,NA,"Morocco"
"15181","MDA",1972,359,"Central and Eastern Europe","Medium",1912,"Moldova"
"15182","MDG",1972,580,"Africa",NA,NA,"Madagascar"
"15183","MEX",1972,70,"Americas","High",1943,"Mexico"
"15184","MKD",1972,343,"Central and Eastern Europe","Medium",1922,"North Macedonia"
"15185","MLI",1972,432,"Africa","Low",1970,"Mali"
"15186","MMR",1972,775,"South-eastern Asia","Medium",1953,"Myanmar (Burma)"
"15187","MNE",1972,341,"Central and Eastern Europe","Medium",1922,"Montenegro"
"15188","MNG",1972,712,"Eastern Asia","Medium",1921,"Mongolia"
"15189","MOZ",1972,541,"Africa","Low",1975,"Mozambique"
"15190","MRT",1972,NA,NA,NA,NA,"Mauritania"
"15191","MUS",1972,590,"Africa",NA,NA,"Mauritius"
"15192","MWI",1972,553,"Africa",NA,NA,"Malawi"
"15193","MYS",1972,820,"South-eastern Asia","Medium",1957,"Malaysia"
"15194","NAM",1972,565,"Africa",NA,NA,"Namibia"
"15195","NER",1972,436,"Africa",NA,NA,"Niger"
"15196","NGA",1972,475,"Africa",NA,NA,"Nigeria"
"15197","NIC",1972,93,"Americas","High",1956,"Nicaragua"
"15198","NLD",1972,210,"Western Europe","Medium",1941,"Netherlands"
"15199","NOR",1972,385,"Northern Europe","Medium",1912,"Norway"
"15200","NPL",1972,790,"Southern Asia",NA,NA,"Nepal"
"15201","NZL",1972,920,"Oceania","Medium",1906,"New Zealand"
"15202","OMN",1972,698,"Western Asia",NA,NA,"Oman"
"15203","PAK",1972,770,"Southern Asia","Low",1947,"Pakistan"
"15204","PAN",1972,95,"Americas","High",1941,"Panama"
"15205","PER",1972,135,"Americas","High",1935,"Peru"
"15206","PHL",1972,840,"South-eastern Asia","Medium",1954,"Philippines"
"15207","PNG",1972,910,"Oceania","Low",1977,"Papua New Guinea"
"15208","POL",1972,290,"Central and Eastern Europe","Medium",1920,"Poland"
"15209","PRK",1972,731,"Eastern Asia","Medium",1946,"North Korea"
"15210","PRT",1972,235,"Europe","Medium",1889,"Portugal"
"15211","PRY",1972,150,"Americas","High",1936,"Paraguay"
"15212","QAT",1972,694,"Western Asia",NA,NA,"Qatar"
"15213","ROU",1972,360,"Central and Eastern Europe","Medium",1933,"Romania"
"15214","RUS",1972,365,"Central and Eastern Europe","Medium",1912,"Russia"
"15215","RWA",1972,517,"Africa",NA,NA,"Rwanda"
"15216","SAU",1972,670,"Western Asia",NA,NA,"Saudi Arabia"
"15217","SDN",1972,625,"Africa",NA,NA,"Sudan"
"15218","SEN",1972,433,"Africa",NA,NA,"Senegal"
"15219","SGP",1972,830,"South-eastern Asia","Medium",1959,"Singapore"
"15220","SLB",1972,940,"Oceania",NA,NA,"Solomon Islands"
"15221","SLE",1972,451,"Africa",NA,NA,"Sierra Leone"
"15222","SLV",1972,92,"Americas","High",1949,"El Salvador"
"15223","SOM",1972,NA,NA,NA,NA,"Somalia"
"15224","SRB",1972,345,"Central and Eastern Europe","Medium",1922,"Serbia"
"15225","SSD",1972,626,"Africa",NA,NA,"South Sudan"
"15226","SUR",1972,115,"Americas","Medium",NA,"Suriname"
"15227","SVK",1972,317,"Central and Eastern Europe","Medium",1888,"Slovakia"
"15228","SVN",1972,349,"Central and Eastern Europe","Medium",1888,"Slovenia"
"15229","SWE",1972,380,"Northern Europe","Medium",1928,"Sweden"
"15230","SWZ",1972,572,"Africa",NA,NA,"Eswatini"
"15231","SYR",1972,652,"Western Asia",NA,NA,"Syria"
"15232","TCD",1972,483,"Africa",NA,NA,"Chad"
"15233","TGO",1972,461,"Africa",NA,NA,"Togo"
"15234","THA",1972,800,"South-eastern Asia","Medium",1974,"Thailand"
"15235","TJK",1972,702,"Central Asia","Low",1922,"Tajikistan"
"15236","TKM",1972,701,"Central Asia","Low",1922,"Turkmenistan"
"15237","TLS",1972,860,"Asia","(very) Low",1999,"Timor-Leste"
"15238","TTO",1972,52,"Americas","High",1951,"Trinidad & Tobago"
"15239","TUN",1972,616,"Africa","High",1991,"Tunisia"
"15240","TUR",1972,640,"Western Asia","Low",1946,"Turkey"
"15241","TZA",1972,510,"Africa",NA,NA,"Tanzania"
"15242","UGA",1972,500,"Africa",NA,NA,"Uganda"
"15243","UKR",1972,369,"Central and Eastern Europe","Medium",1912,"Ukraine"
"15244","URY",1972,165,"Americas","High",1931,"Uruguay"
"15245","USA",1972,2,"Americas","High",1965,"United States"
"15246","UZB",1972,704,"Central Asia","Low",1922,"Uzbekistan"
"15247","VEN",1972,101,"Americas","High",1912,"Venezuela"
"15248","VNM",1972,816,"South-eastern Asia","Medium",1976,"Vietnam"
"15249","YEM",1972,679,"Western Asia",NA,NA,"Yemen"
"15250","ZAF",1972,560,"Africa",NA,NA,"South Africa"
"15251","ZMB",1972,551,"Africa",NA,NA,"Zambia"
"15252","ZWE",1972,552,"Africa",NA,NA,"Zimbabwe"
"15253","AFG",1973,700,"Southern Asia",NA,NA,"Afghanistan"
"15254","AGO",1973,540,"Africa","Low",1975,"Angola"
"15255","ALB",1973,339,"Central and Eastern Europe","Medium",1946,"Albania"
"15256","ARE",1973,696,"Western Asia",NA,NA,"United Arab Emirates"
"15257","ARG",1973,160,"Americas","High",1944,"Argentina"
"15258","ARM",1973,371,"Central and Eastern Europe","Low",1912,"Armenia"
"15259","AUS",1973,900,"Oceania","Medium",1953,"Australia"
"15260","AUT",1973,305,"Western Europe","High",1888,"Austria"
"15261","AZE",1973,373,"Central and Eastern Europe","Low",1912,"Azerbaijan"
"15262","BDI",1973,516,"Africa",NA,NA,"Burundi"
"15263","BEL",1973,211,"Western Europe",NA,NA,"Belgium"
"15264","BEN",1973,434,"Africa",NA,NA,"Benin"
"15265","BFA",1973,439,"Africa",NA,NA,"Burkina Faso"
"15266","BGD",1973,771,"Southern Asia","Low",1947,"Bangladesh"
"15267","BGR",1973,355,"Central and Eastern Europe","Medium",1888,"Bulgaria"
"15268","BHR",1973,692,"Western Asia",NA,NA,"Bahrain"
"15269","BIH",1973,346,"Central and Eastern Europe","Medium",1922,"Bosnia & Herzegovina"
"15270","BLR",1973,370,"Central and Eastern Europe","Medium",1912,"Belarus"
"15271","BOL",1973,145,"Americas","High",1938,"Bolivia"
"15272","BRA",1973,140,"Americas","High",1923,"Brazil"
"15273","BTN",1973,760,"Southern Asia","Medium",1961,"Bhutan"
"15274","BWA",1973,571,"Africa",NA,NA,"Botswana"
"15275","CAF",1973,482,"Africa",NA,NA,"Central African Republic"
"15276","CAN",1973,20,"Americas","High",1958,"Canada"
"15277","CHE",1973,225,"Western Europe","Medium",1911,"Switzerland"
"15278","CHL",1973,155,"Americas","High",1924,"Chile"
"15279","CHN",1973,710,"Eastern Asia","High",1951,"China"
"15280","CIV",1973,437,"Africa",NA,NA,"Côte d’Ivoire"
"15281","CMR",1973,471,"Africa",NA,NA,"Cameroon"
"15282","COD",1973,490,"Africa","High",1984,"Congo - Kinshasa"
"15283","COG",1973,484,"Africa",NA,NA,"Congo - Brazzaville"
"15284","COL",1973,100,"Americas","High",1938,"Colombia"
"15285","COM",1973,NA,NA,NA,NA,"Comoros"
"15286","CPV",1973,402,"Africa","(very) Low",1978,"Cape Verde"
"15287","CRI",1973,94,"Americas","High",1941,"Costa Rica"
"15288","CUB",1973,40,"Americas","High",1909,"Cuba"
"15289","CYP",1973,352,"Western Asia","Medium",1957,"Cyprus"
"15290","CZE",1973,316,"Central and Eastern Europe","Medium",1888,"Czechia"
"15291","DEU",1973,255,"Western Europe","High",1883,"Germany"
"15292","DJI",1973,522,"Africa",NA,NA,"Djibouti"
"15293","DNK",1973,390,"Northern Europe","Low",1892,"Denmark"
"15294","DOM",1973,42,"Americas","High",1947,"Dominican Republic"
"15295","DZA",1973,615,"Africa","High",1976,"Algeria"
"15296","ECU",1973,130,"Americas","High",1935,"Ecuador"
"15297","EGY",1973,NA,NA,NA,NA,"Egypt"
"15298","ESP",1973,230,"Europe","Medium",1883,"Spain"
"15299","EST",1973,366,"Central and Eastern Europe","Medium",1912,"Estonia"
"15300","ETH",1973,530,"Africa",NA,NA,"Ethiopia"
"15301","FIN",1973,375,"Northern Europe","Low",1963,"Finland"
"15302","FJI",1973,950,"Oceania","Low",1977,"Fiji"
"15303","FRA",1973,220,"Western Europe","Medium",1893,"France"
"15304","GAB",1973,481,"Africa",NA,NA,"Gabon"
"15305","GBR",1973,200,"Western Europe","High",1911,"United Kingdom"
"15306","GEO",1973,372,"Central and Eastern Europe","Low",1912,"Georgia"
"15307","GHA",1973,NA,NA,NA,NA,"Ghana"
"15308","GIN",1973,438,"Africa",NA,NA,"Guinea"
"15309","GMB",1973,420,"Africa",NA,NA,"Gambia"
"15310","GNB",1973,404,"Africa","Low",1993,"Guinea-Bissau"
"15311","GNQ",1973,411,"Africa","Low",NA,"Equatorial Guinea"
"15312","GRC",1973,350,"Southern Europe","Medium",1922,"Greece"
"15313","GTM",1973,90,"Americas","High",1944,"Guatemala"
"15314","GUY",1973,110,"Americas","Medium",NA,"Guyana"
"15315","HND",1973,91,"Americas","High",1959,"Honduras"
"15316","HRV",1973,344,"Central and Eastern Europe","Medium",1888,"Croatia"
"15317","HTI",1973,41,"Americas","High",1948,"Haiti"
"15318","HUN",1973,310,"Central and Eastern Europe","Medium",1891,"Hungary"
"15319","IDN",1973,850,"South-eastern Asia","Medium",1949,"Indonesia"
