"","iso3","year","cow_code","x1","toa","country_names"
"17030","SUR",1983,NA,NA,NA,"Suriname"
"17031","SVK",1983,317,42,1888,"Slovakia"
"17032","SVN",1983,349,42,1922,"Slovenia"
"17033","SWE",1983,380,42,1891,"Sweden"
"17034","SWZ",1983,572,42,NA,"Eswatini"
"17035","SYR",1983,652,42,NA,"Syria"
"17036","TCD",1983,483,42,1952,"Chad"
"17037","TGO",1983,461,42,1956,"Togo"
"17038","THA",1983,800,42,1990,"Thailand"
"17039","TJK",1983,702,42,1997,"Tajikistan"
"17040","TKM",1983,701,42,1994,"Turkmenistan"
"17041","TLS",1983,NA,NA,NA,"Timor-Leste"
"17042","TTO",1983,52,42,1939,"Trinidad & Tobago"
"17043","TUN",1983,616,42,1960,"Tunisia"
"17044","TUR",1983,640,42,1945,"Turkey"
"17045","TZA",1983,510,42,1997,"Tanzania"
"17046","UGA",1983,500,42,NA,"Uganda"
"17047","UKR",1983,369,42,1912,"Ukraine"
"17048","URY",1983,165,42,1958,"Uruguay"
"17049","USA",1983,2,42,1965,"United States"
"17050","UZB",1983,704,42,1955,"Uzbekistan"
"17051","VEN",1983,101,42,1940,"Venezuela"
"17052","VNM",1983,816,42,1961,"Vietnam"
"17053","YEM",1983,679,42,NA,"Yemen"
"17054","ZAF",1983,560,42,2001,"South Africa"
"17055","ZMB",1983,551,42,1973,"Zambia"
"17056","ZWE",1983,552,42,NA,"Zimbabwe"
"17057","AFG",1984,NA,NA,NA,"Afghanistan"
"17058","AGO",1984,NA,NA,NA,"Angola"
"17059","ALB",1984,339,42,1947,"Albania"
"17060","ARE",1984,NA,NA,NA,"United Arab Emirates"
"17061","ARG",1984,160,42,1934,"Argentina"
"17062","ARM",1984,371,42,1912,"Armenia"
"17063","AUS",1984,900,42,1944,"Australia"
"17064","AUT",1984,305,42,1888,"Austria"
"17065","AZE",1984,373,42,1912,"Azerbaijan"
"17066","BDI",1984,516,42,NA,"Burundi"
"17067","BEL",1984,211,42,1894,"Belgium"
"17068","BEN",1984,434,42,1952,"Benin"
"17069","BFA",1984,439,42,1952,"Burkina Faso"
"17070","BGD",1984,771,42,1939,"Bangladesh"
"17071","BGR",1984,355,42,1918,"Bulgaria"
"17072","BHR",1984,692,42,NA,"Bahrain"
"17073","BIH",1984,NA,NA,NA,"Bosnia & Herzegovina"
"17074","BLR",1984,370,42,1955,"Belarus"
"17075","BOL",1984,145,42,1949,"Bolivia"
"17076","BRA",1984,140,42,1923,"Brazil"
"17077","BTN",1984,NA,NA,NA,"Bhutan"
"17078","BWA",1984,571,42,NA,"Botswana"
"17079","CAF",1984,482,42,1952,"Central African Republic"
"17080","CAN",1984,20,42,1996,"Canada"
"17081","CHE",1984,225,42,1911,"Switzerland"
"17082","CHL",1984,155,42,1924,"Chile"
"17083","CHN",1984,710,42,1951,"China"
"17084","CIV",1984,437,42,1955,"Côte d’Ivoire"
"17085","CMR",1984,471,42,1956,"Cameroon"
"17086","COD",1984,490,42,NA,"Congo - Kinshasa"
"17087","COG",1984,484,42,1956,"Congo - Brazzaville"
"17088","COL",1984,100,42,1938,"Colombia"
"17089","COM",1984,NA,NA,NA,"Comoros"
"17090","CPV",1984,402,42,1976,"Cape Verde"
"17091","CRI",1984,94,42,1941,"Costa Rica"
"17092","CUB",1984,40,42,1934,"Cuba"
"17093","CYP",1984,352,42,1957,"Cyprus"
"17094","CZE",1984,316,42,1888,"Czechia"
"17095","DEU",1984,255,42,1883,"Germany"
"17096","DJI",1984,522,42,1956,"Djibouti"
"17097","DNK",1984,390,42,1892,"Denmark"
"17098","DOM",1984,42,42,1947,"Dominican Republic"
"17099","DZA",1984,615,42,1949,"Algeria"
"17100","ECU",1984,130,42,1935,"Ecuador"
"17101","EGY",1984,651,42,1959,"Egypt"
"17102","ESP",1984,230,42,1929,"Spain"
"17103","EST",1984,366,42,1924,"Estonia"
"17104","ETH",1984,530,42,NA,"Ethiopia"
"17105","FIN",1984,375,42,1963,"Finland"
"17106","FJI",1984,950,42,NA,"Fiji"
"17107","FRA",1984,220,42,1928,"France"
"17108","GAB",1984,481,42,1952,"Gabon"
"17109","GBR",1984,200,42,1911,"United Kingdom"
"17110","GEO",1984,372,42,1964,"Georgia"
"17111","GHA",1984,452,42,2003,"Ghana"
"17112","GIN",1984,438,42,1960,"Guinea"
"17113","GMB",1984,420,42,NA,"Gambia"
"17114","GNB",1984,NA,NA,NA,"Guinea-Bissau"
"17115","GNQ",1984,411,42,1947,"Equatorial Guinea"
"17116","GRC",1984,350,42,1922,"Greece"
"17117","GTM",1984,90,42,1952,"Guatemala"
"17118","GUY",1984,110,42,1969,"Guyana"
"17119","HND",1984,91,42,1959,"Honduras"
"17120","HRV",1984,344,42,1954,"Croatia"
"17121","HTI",1984,41,42,NA,"Haiti"
"17122","HUN",1984,310,42,1891,"Hungary"
"17123","IDN",1984,850,42,1957,"Indonesia"
"17124","IND",1984,750,42,1948,"India"
"17125","IRL",1984,205,42,1911,"Ireland"
"17126","IRN",1984,630,42,1949,"Iran"
"17127","IRQ",1984,NA,NA,NA,"Iraq"
"17128","ISR",1984,666,42,1953,"Israel"
"17129","ITA",1984,325,42,1912,"Italy"
"17130","JAM",1984,51,42,1965,"Jamaica"
"17131","JOR",1984,663,42,1978,"Jordan"
"17132","JPN",1984,740,42,1922,"Japan"
"17133","KAZ",1984,705,42,1999,"Kazakhstan"
"17134","KEN",1984,501,42,1966,"Kenya"
"17135","KGZ",1984,703,42,1922,"Kyrgyzstan"
"17136","KHM",1984,NA,NA,NA,"Cambodia"
"17137","KOR",1984,732,42,1963,"South Korea"
"17138","KWT",1984,690,42,NA,"Kuwait"
"17139","LAO",1984,812,42,1999,"Laos"
"17140","LBN",1984,660,42,1963,"Lebanon"
"17141","LBR",1984,450,42,1943,"Liberia"
"17142","LBY",1984,620,42,1958,"Libya"
"17143","LKA",1984,780,42,NA,"Sri Lanka"
"17144","LSO",1984,570,42,NA,"Lesotho"
"17145","LTU",1984,368,42,1925,"Lithuania"
"17146","LUX",1984,212,42,1901,"Luxembourg"
"17147","LVA",1984,367,42,1924,"Latvia"
"17148","MAR",1984,600,42,1959,"Morocco"
"17149","MDA",1984,359,42,1993,"Moldova"
"17150","MDG",1984,580,42,1952,"Madagascar"
"17151","MEX",1984,70,42,1943,"Mexico"
"17152","MKD",1984,NA,NA,NA,"North Macedonia"
"17153","MLI",1984,432,42,1952,"Mali"
"17154","MMR",1984,775,42,1954,"Myanmar (Burma)"
"17155","MNE",1984,NA,NA,NA,"Montenegro"
"17156","MNG",1984,NA,NA,NA,"Mongolia"
"17157","MOZ",1984,NA,NA,NA,"Mozambique"
"17158","MRT",1984,435,42,1952,"Mauritania"
"17159","MUS",1984,590,42,NA,"Mauritius"
"17160","MWI",1984,553,42,NA,"Malawi"
"17161","MYS",1984,820,42,1951,"Malaysia"
"17162","NAM",1984,565,42,1994,"Namibia"
"17163","NER",1984,436,42,1952,"Niger"
"17164","NGA",1984,475,42,NA,"Nigeria"
"17165","NIC",1984,93,42,1956,"Nicaragua"
"17166","NLD",1984,210,42,1931,"Netherlands"
"17167","NOR",1984,385,42,1909,"Norway"
"17168","NPL",1984,790,42,NA,"Nepal"
"17169","NZL",1984,920,42,1938,"New Zealand"
"17170","OMN",1984,698,42,NA,"Oman"
"17171","PAK",1984,770,42,1962,"Pakistan"
"17172","PAN",1984,95,42,1941,"Panama"
"17173","PER",1984,135,42,1936,"Peru"
"17174","PHL",1984,840,42,1954,"Philippines"
"17175","PNG",1984,910,42,NA,"Papua New Guinea"
"17176","POL",1984,290,42,1920,"Poland"
"17177","PRK",1984,NA,NA,NA,"North Korea"
"17178","PRT",1984,235,42,1935,"Portugal"
"17179","PRY",1984,150,42,1943,"Paraguay"
"17180","QAT",1984,694,42,NA,"Qatar"
"17181","ROU",1984,360,42,1930,"Romania"
"17182","RUS",1984,365,42,1912,"Russia"
"17183","RWA",1984,517,42,NA,"Rwanda"
"17184","SAU",1984,670,42,NA,"Saudi Arabia"
"17185","SDN",1984,625,42,NA,"Sudan"
"17186","SEN",1984,433,42,1952,"Senegal"
"17187","SGP",1984,830,42,1953,"Singapore"
"17188","SLB",1984,940,42,NA,"Solomon Islands"
"17189","SLE",1984,451,42,NA,"Sierra Leone"
"17190","SLV",1984,92,42,1949,"El Salvador"
"17191","SOM",1984,NA,NA,NA,"Somalia"
"17192","SRB",1984,345,42,1922,"Serbia"
"17193","SSD",1984,NA,NA,NA,"South Sudan"
"17194","SUR",1984,NA,NA,NA,"Suriname"
"17195","SVK",1984,317,42,1888,"Slovakia"
"17196","SVN",1984,349,42,1922,"Slovenia"
"17197","SWE",1984,380,42,1891,"Sweden"
"17198","SWZ",1984,572,42,NA,"Eswatini"
"17199","SYR",1984,652,42,NA,"Syria"
"17200","TCD",1984,483,42,1952,"Chad"
"17201","TGO",1984,461,42,1956,"Togo"
"17202","THA",1984,800,42,1990,"Thailand"
"17203","TJK",1984,702,42,1997,"Tajikistan"
"17204","TKM",1984,701,42,1994,"Turkmenistan"
"17205","TLS",1984,NA,NA,NA,"Timor-Leste"
"17206","TTO",1984,52,42,1939,"Trinidad & Tobago"
"17207","TUN",1984,616,42,1960,"Tunisia"
"17208","TUR",1984,640,42,1945,"Turkey"
"17209","TZA",1984,510,42,1997,"Tanzania"
"17210","UGA",1984,500,42,NA,"Uganda"
"17211","UKR",1984,369,42,1912,"Ukraine"
"17212","URY",1984,165,42,1958,"Uruguay"
"17213","USA",1984,2,42,1965,"United States"
"17214","UZB",1984,704,42,1955,"Uzbekistan"
"17215","VEN",1984,101,42,1940,"Venezuela"
"17216","VNM",1984,816,42,1961,"Vietnam"
"17217","YEM",1984,679,42,NA,"Yemen"
"17218","ZAF",1984,560,42,2001,"South Africa"
"17219","ZMB",1984,551,42,1973,"Zambia"
"17220","ZWE",1984,552,42,NA,"Zimbabwe"
"17221","AFG",1985,NA,NA,NA,"Afghanistan"
"17222","AGO",1985,NA,NA,NA,"Angola"
"17223","ALB",1985,339,42,1947,"Albania"
"17224","ARE",1985,NA,NA,NA,"United Arab Emirates"
"17225","ARG",1985,160,42,1934,"Argentina"
"17226","ARM",1985,371,42,1912,"Armenia"
"17227","AUS",1985,900,42,1944,"Australia"
"17228","AUT",1985,305,42,1888,"Austria"
"17229","AZE",1985,373,42,1912,"Azerbaijan"
"17230","BDI",1985,516,42,NA,"Burundi"
"17231","BEL",1985,211,42,1894,"Belgium"
"17232","BEN",1985,434,42,1952,"Benin"
"17233","BFA",1985,439,42,1952,"Burkina Faso"
"17234","BGD",1985,771,42,1939,"Bangladesh"
"17235","BGR",1985,355,42,1918,"Bulgaria"
"17236","BHR",1985,692,42,NA,"Bahrain"
"17237","BIH",1985,NA,NA,NA,"Bosnia & Herzegovina"
"17238","BLR",1985,370,42,1955,"Belarus"
"17239","BOL",1985,145,42,1949,"Bolivia"
"17240","BRA",1985,140,42,1923,"Brazil"
"17241","BTN",1985,NA,NA,NA,"Bhutan"
"17242","BWA",1985,571,42,NA,"Botswana"
"17243","CAF",1985,482,42,1952,"Central African Republic"
"17244","CAN",1985,20,42,1996,"Canada"
"17245","CHE",1985,225,42,1911,"Switzerland"
"17246","CHL",1985,155,42,1924,"Chile"
"17247","CHN",1985,710,42,1951,"China"
"17248","CIV",1985,437,42,1955,"Côte d’Ivoire"
"17249","CMR",1985,471,42,1956,"Cameroon"
"17250","COD",1985,490,42,NA,"Congo - Kinshasa"
"17251","COG",1985,484,42,1956,"Congo - Brazzaville"
"17252","COL",1985,100,42,1938,"Colombia"
"17253","COM",1985,NA,NA,NA,"Comoros"
"17254","CPV",1985,402,42,1976,"Cape Verde"
"17255","CRI",1985,94,42,1941,"Costa Rica"
"17256","CUB",1985,40,42,1934,"Cuba"
"17257","CYP",1985,352,42,1957,"Cyprus"
"17258","CZE",1985,316,42,1888,"Czechia"
"17259","DEU",1985,255,42,1883,"Germany"
"17260","DJI",1985,522,42,1956,"Djibouti"
"17261","DNK",1985,390,42,1892,"Denmark"
"17262","DOM",1985,42,42,1947,"Dominican Republic"
"17263","DZA",1985,615,42,1949,"Algeria"
"17264","ECU",1985,130,42,1935,"Ecuador"
"17265","EGY",1985,651,42,1959,"Egypt"
"17266","ESP",1985,230,42,1929,"Spain"
"17267","EST",1985,366,42,1924,"Estonia"
"17268","ETH",1985,530,42,NA,"Ethiopia"
"17269","FIN",1985,375,42,1963,"Finland"
"17270","FJI",1985,950,42,NA,"Fiji"
"17271","FRA",1985,220,42,1928,"France"
"17272","GAB",1985,481,42,1952,"Gabon"
"17273","GBR",1985,200,42,1911,"United Kingdom"
"17274","GEO",1985,372,42,1964,"Georgia"
"17275","GHA",1985,452,42,2003,"Ghana"
"17276","GIN",1985,438,42,1960,"Guinea"
"17277","GMB",1985,420,42,NA,"Gambia"
"17278","GNB",1985,NA,NA,NA,"Guinea-Bissau"
"17279","GNQ",1985,411,42,1947,"Equatorial Guinea"
"17280","GRC",1985,350,42,1922,"Greece"
"17281","GTM",1985,90,42,1952,"Guatemala"
"17282","GUY",1985,110,42,1969,"Guyana"
"17283","HND",1985,91,42,1959,"Honduras"
"17284","HRV",1985,344,42,1954,"Croatia"
"17285","HTI",1985,41,42,NA,"Haiti"
"17286","HUN",1985,310,42,1891,"Hungary"
"17287","IDN",1985,850,42,1957,"Indonesia"
"17288","IND",1985,750,42,1948,"India"
"17289","IRL",1985,205,42,1911,"Ireland"
"17290","IRN",1985,630,42,1949,"Iran"
"17291","IRQ",1985,NA,NA,NA,"Iraq"
"17292","ISR",1985,666,42,1953,"Israel"
"17293","ITA",1985,325,42,1912,"Italy"
"17294","JAM",1985,51,42,1965,"Jamaica"
"17295","JOR",1985,663,42,1978,"Jordan"
"17296","JPN",1985,740,42,1922,"Japan"
"17297","KAZ",1985,705,42,1999,"Kazakhstan"
"17298","KEN",1985,501,42,1966,"Kenya"
"17299","KGZ",1985,703,42,1922,"Kyrgyzstan"
"17300","KHM",1985,NA,NA,NA,"Cambodia"
"17301","KOR",1985,732,42,1963,"South Korea"
"17302","KWT",1985,690,42,NA,"Kuwait"
"17303","LAO",1985,812,42,1999,"Laos"
"17304","LBN",1985,660,42,1963,"Lebanon"
"17305","LBR",1985,450,42,1943,"Liberia"
"17306","LBY",1985,620,42,1958,"Libya"
"17307","LKA",1985,780,42,NA,"Sri Lanka"
"17308","LSO",1985,570,42,NA,"Lesotho"
"17309","LTU",1985,368,42,1925,"Lithuania"
"17310","LUX",1985,212,42,1901,"Luxembourg"
"17311","LVA",1985,367,42,1924,"Latvia"
"17312","MAR",1985,600,42,1959,"Morocco"
"17313","MDA",1985,359,42,1993,"Moldova"
"17314","MDG",1985,580,42,1952,"Madagascar"
"17315","MEX",1985,70,42,1943,"Mexico"
"17316","MKD",1985,NA,NA,NA,"North Macedonia"
"17317","MLI",1985,432,42,1952,"Mali"
"17318","MMR",1985,775,42,1954,"Myanmar (Burma)"
"17319","MNE",1985,NA,NA,NA,"Montenegro"
"17320","MNG",1985,NA,NA,NA,"Mongolia"
"17321","MOZ",1985,NA,NA,NA,"Mozambique"
"17322","MRT",1985,435,42,1952,"Mauritania"
"17323","MUS",1985,590,42,NA,"Mauritius"
"17324","MWI",1985,553,42,NA,"Malawi"
"17325","MYS",1985,820,42,1951,"Malaysia"
"17326","NAM",1985,565,42,1994,"Namibia"
"17327","NER",1985,436,42,1952,"Niger"
"17328","NGA",1985,475,42,NA,"Nigeria"
"17329","NIC",1985,93,42,1956,"Nicaragua"
"17330","NLD",1985,210,42,1931,"Netherlands"
"17331","NOR",1985,385,42,1909,"Norway"
"17332","NPL",1985,790,42,NA,"Nepal"
"17333","NZL",1985,920,42,1938,"New Zealand"
"17334","OMN",1985,698,42,NA,"Oman"
"17335","PAK",1985,770,42,1962,"Pakistan"
"17336","PAN",1985,95,42,1941,"Panama"
"17337","PER",1985,135,42,1936,"Peru"
"17338","PHL",1985,840,42,1954,"Philippines"
"17339","PNG",1985,910,42,NA,"Papua New Guinea"
"17340","POL",1985,290,42,1920,"Poland"
"17341","PRK",1985,NA,NA,NA,"North Korea"
"17342","PRT",1985,235,42,1935,"Portugal"
"17343","PRY",1985,150,42,1943,"Paraguay"
"17344","QAT",1985,694,42,NA,"Qatar"
"17345","ROU",1985,360,42,1930,"Romania"
"17346","RUS",1985,365,42,1912,"Russia"
"17347","RWA",1985,517,42,NA,"Rwanda"
"17348","SAU",1985,670,42,NA,"Saudi Arabia"
"17349","SDN",1985,625,42,NA,"Sudan"
"17350","SEN",1985,433,42,1952,"Senegal"
"17351","SGP",1985,830,42,1953,"Singapore"
"17352","SLB",1985,940,42,NA,"Solomon Islands"
"17353","SLE",1985,451,42,NA,"Sierra Leone"
"17354","SLV",1985,92,42,1949,"El Salvador"
"17355","SOM",1985,NA,NA,NA,"Somalia"
"17356","SRB",1985,345,42,1922,"Serbia"
"17357","SSD",1985,NA,NA,NA,"South Sudan"
"17358","SUR",1985,NA,NA,NA,"Suriname"
"17359","SVK",1985,317,42,1888,"Slovakia"
"17360","SVN",1985,349,42,1922,"Slovenia"
"17361","SWE",1985,380,42,1891,"Sweden"
"17362","SWZ",1985,572,42,NA,"Eswatini"
"17363","SYR",1985,652,42,NA,"Syria"
"17364","TCD",1985,483,42,1952,"Chad"
"17365","TGO",1985,461,42,1956,"Togo"
"17366","THA",1985,800,42,1990,"Thailand"
"17367","TJK",1985,702,42,1997,"Tajikistan"
"17368","TKM",1985,701,42,1994,"Turkmenistan"
"17369","TLS",1985,NA,NA,NA,"Timor-Leste"
"17370","TTO",1985,52,42,1939,"Trinidad & Tobago"
"17371","TUN",1985,616,42,1960,"Tunisia"
"17372","TUR",1985,640,42,1945,"Turkey"
"17373","TZA",1985,510,42,1997,"Tanzania"
"17374","UGA",1985,500,42,NA,"Uganda"
"17375","UKR",1985,369,42,1912,"Ukraine"
"17376","URY",1985,165,42,1958,"Uruguay"
"17377","USA",1985,2,42,1965,"United States"
"17378","UZB",1985,704,42,1955,"Uzbekistan"
"17379","VEN",1985,101,42,1940,"Venezuela"
"17380","VNM",1985,816,42,1961,"Vietnam"
"17381","YEM",1985,679,42,NA,"Yemen"
"17382","ZAF",1985,560,42,2001,"South Africa"
"17383","ZMB",1985,551,42,1973,"Zambia"
"17384","ZWE",1985,552,42,NA,"Zimbabwe"
"17385","AFG",1986,NA,NA,NA,"Afghanistan"
"17386","AGO",1986,NA,NA,NA,"Angola"
"17387","ALB",1986,339,42,1947,"Albania"
"17388","ARE",1986,NA,NA,NA,"United Arab Emirates"
"17389","ARG",1986,160,42,1934,"Argentina"
"17390","ARM",1986,371,42,1912,"Armenia"
"17391","AUS",1986,900,42,1944,"Australia"
"17392","AUT",1986,305,42,1888,"Austria"
"17393","AZE",1986,373,42,1912,"Azerbaijan"
"17394","BDI",1986,516,42,NA,"Burundi"
"17395","BEL",1986,211,42,1894,"Belgium"
"17396","BEN",1986,434,42,1952,"Benin"
"17397","BFA",1986,439,42,1952,"Burkina Faso"
"17398","BGD",1986,771,42,1939,"Bangladesh"
"17399","BGR",1986,355,42,1918,"Bulgaria"
"17400","BHR",1986,692,42,NA,"Bahrain"
"17401","BIH",1986,NA,NA,NA,"Bosnia & Herzegovina"
"17402","BLR",1986,370,42,1955,"Belarus"
"17403","BOL",1986,145,42,1949,"Bolivia"
"17404","BRA",1986,140,42,1923,"Brazil"
"17405","BTN",1986,NA,NA,NA,"Bhutan"
"17406","BWA",1986,571,42,NA,"Botswana"
"17407","CAF",1986,482,42,1952,"Central African Republic"
"17408","CAN",1986,20,42,1996,"Canada"
"17409","CHE",1986,225,42,1911,"Switzerland"
"17410","CHL",1986,155,42,1924,"Chile"
"17411","CHN",1986,710,42,1951,"China"
"17412","CIV",1986,437,42,1955,"Côte d’Ivoire"
"17413","CMR",1986,471,42,1956,"Cameroon"
"17414","COD",1986,490,42,NA,"Congo - Kinshasa"
"17415","COG",1986,484,42,1956,"Congo - Brazzaville"
"17416","COL",1986,100,42,1938,"Colombia"
"17417","COM",1986,NA,NA,NA,"Comoros"
"17418","CPV",1986,402,42,1976,"Cape Verde"
"17419","CRI",1986,94,42,1941,"Costa Rica"
"17420","CUB",1986,40,42,1934,"Cuba"
"17421","CYP",1986,352,42,1957,"Cyprus"
"17422","CZE",1986,316,42,1888,"Czechia"
"17423","DEU",1986,255,42,1883,"Germany"
"17424","DJI",1986,522,42,1956,"Djibouti"
"17425","DNK",1986,390,42,1892,"Denmark"
"17426","DOM",1986,42,42,1947,"Dominican Republic"
"17427","DZA",1986,615,42,1949,"Algeria"
"17428","ECU",1986,130,42,1935,"Ecuador"
"17429","EGY",1986,651,42,1959,"Egypt"
"17430","ESP",1986,230,42,1929,"Spain"
"17431","EST",1986,366,42,1924,"Estonia"
"17432","ETH",1986,530,42,NA,"Ethiopia"
"17433","FIN",1986,375,42,1963,"Finland"
"17434","FJI",1986,950,42,NA,"Fiji"
"17435","FRA",1986,220,42,1928,"France"
"17436","GAB",1986,481,42,1952,"Gabon"
"17437","GBR",1986,200,42,1911,"United Kingdom"
"17438","GEO",1986,372,42,1964,"Georgia"
"17439","GHA",1986,452,42,2003,"Ghana"
"17440","GIN",1986,438,42,1960,"Guinea"
"17441","GMB",1986,420,42,NA,"Gambia"
"17442","GNB",1986,NA,NA,NA,"Guinea-Bissau"
"17443","GNQ",1986,411,42,1947,"Equatorial Guinea"
"17444","GRC",1986,350,42,1922,"Greece"
"17445","GTM",1986,90,42,1952,"Guatemala"
"17446","GUY",1986,110,42,1969,"Guyana"
"17447","HND",1986,91,42,1959,"Honduras"
"17448","HRV",1986,344,42,1954,"Croatia"
"17449","HTI",1986,41,42,NA,"Haiti"
"17450","HUN",1986,310,42,1891,"Hungary"
"17451","IDN",1986,850,42,1957,"Indonesia"
"17452","IND",1986,750,42,1948,"India"
"17453","IRL",1986,205,42,1911,"Ireland"
"17454","IRN",1986,630,42,1949,"Iran"
"17455","IRQ",1986,NA,NA,NA,"Iraq"
"17456","ISR",1986,666,42,1953,"Israel"
"17457","ITA",1986,325,42,1912,"Italy"
"17458","JAM",1986,51,42,1965,"Jamaica"
"17459","JOR",1986,663,42,1978,"Jordan"
"17460","JPN",1986,740,42,1922,"Japan"
"17461","KAZ",1986,705,42,1999,"Kazakhstan"
"17462","KEN",1986,501,42,1966,"Kenya"
"17463","KGZ",1986,703,42,1922,"Kyrgyzstan"
"17464","KHM",1986,NA,NA,NA,"Cambodia"
"17465","KOR",1986,732,42,1963,"South Korea"
"17466","KWT",1986,690,42,NA,"Kuwait"
"17467","LAO",1986,812,42,1999,"Laos"
"17468","LBN",1986,660,42,1963,"Lebanon"
"17469","LBR",1986,450,42,1943,"Liberia"
"17470","LBY",1986,620,42,1958,"Libya"
"17471","LKA",1986,780,42,NA,"Sri Lanka"
"17472","LSO",1986,570,42,NA,"Lesotho"
"17473","LTU",1986,368,42,1925,"Lithuania"
"17474","LUX",1986,212,42,1901,"Luxembourg"
"17475","LVA",1986,367,42,1924,"Latvia"
"17476","MAR",1986,600,42,1959,"Morocco"
"17477","MDA",1986,359,42,1993,"Moldova"
"17478","MDG",1986,580,42,1952,"Madagascar"
"17479","MEX",1986,70,42,1943,"Mexico"
"17480","MKD",1986,NA,NA,NA,"North Macedonia"
"17481","MLI",1986,432,42,1952,"Mali"
"17482","MMR",1986,775,42,1954,"Myanmar (Burma)"
"17483","MNE",1986,NA,NA,NA,"Montenegro"
"17484","MNG",1986,NA,NA,NA,"Mongolia"
"17485","MOZ",1986,NA,NA,NA,"Mozambique"
"17486","MRT",1986,435,42,1952,"Mauritania"
"17487","MUS",1986,590,42,NA,"Mauritius"
"17488","MWI",1986,553,42,NA,"Malawi"
"17489","MYS",1986,820,42,1951,"Malaysia"
"17490","NAM",1986,565,42,1994,"Namibia"
"17491","NER",1986,436,42,1952,"Niger"
"17492","NGA",1986,475,42,NA,"Nigeria"
"17493","NIC",1986,93,42,1956,"Nicaragua"
"17494","NLD",1986,210,42,1931,"Netherlands"
"17495","NOR",1986,385,42,1909,"Norway"
"17496","NPL",1986,790,42,NA,"Nepal"
"17497","NZL",1986,920,42,1938,"New Zealand"
"17498","OMN",1986,698,42,NA,"Oman"
"17499","PAK",1986,770,42,1962,"Pakistan"
"17500","PAN",1986,95,42,1941,"Panama"
"17501","PER",1986,135,42,1936,"Peru"
"17502","PHL",1986,840,42,1954,"Philippines"
"17503","PNG",1986,910,42,NA,"Papua New Guinea"
"17504","POL",1986,290,42,1920,"Poland"
"17505","PRK",1986,NA,NA,NA,"North Korea"
"17506","PRT",1986,235,42,1935,"Portugal"
"17507","PRY",1986,150,42,1943,"Paraguay"
"17508","QAT",1986,694,42,NA,"Qatar"
"17509","ROU",1986,360,42,1930,"Romania"
"17510","RUS",1986,365,42,1912,"Russia"
"17511","RWA",1986,517,42,NA,"Rwanda"
"17512","SAU",1986,670,42,NA,"Saudi Arabia"
"17513","SDN",1986,625,42,NA,"Sudan"
"17514","SEN",1986,433,42,1952,"Senegal"
"17515","SGP",1986,830,42,1953,"Singapore"
"17516","SLB",1986,940,42,NA,"Solomon Islands"
"17517","SLE",1986,451,42,NA,"Sierra Leone"
"17518","SLV",1986,92,42,1949,"El Salvador"
"17519","SOM",1986,NA,NA,NA,"Somalia"
"17520","SRB",1986,345,42,1922,"Serbia"
"17521","SSD",1986,NA,NA,NA,"South Sudan"
"17522","SUR",1986,NA,NA,NA,"Suriname"
"17523","SVK",1986,317,42,1888,"Slovakia"
"17524","SVN",1986,349,42,1922,"Slovenia"
"17525","SWE",1986,380,42,1891,"Sweden"
"17526","SWZ",1986,572,42,NA,"Eswatini"
"17527","SYR",1986,652,42,NA,"Syria"
"17528","TCD",1986,483,42,1952,"Chad"
"17529","TGO",1986,461,42,1956,"Togo"
"17530","THA",1986,800,42,1990,"Thailand"
"17531","TJK",1986,702,42,1997,"Tajikistan"
"17532","TKM",1986,701,42,1994,"Turkmenistan"
"17533","TLS",1986,NA,NA,NA,"Timor-Leste"
"17534","TTO",1986,52,42,1939,"Trinidad & Tobago"
"17535","TUN",1986,616,42,1960,"Tunisia"
"17536","TUR",1986,640,42,1945,"Turkey"
"17537","TZA",1986,510,42,1997,"Tanzania"
"17538","UGA",1986,500,42,NA,"Uganda"
"17539","UKR",1986,369,42,1912,"Ukraine"
"17540","URY",1986,165,42,1958,"Uruguay"
"17541","USA",1986,2,42,1965,"United States"
"17542","UZB",1986,704,42,1955,"Uzbekistan"
"17543","VEN",1986,101,42,1940,"Venezuela"
"17544","VNM",1986,816,42,1961,"Vietnam"
"17545","YEM",1986,679,42,NA,"Yemen"
"17546","ZAF",1986,560,42,2001,"South Africa"
"17547","ZMB",1986,551,42,1973,"Zambia"
"17548","ZWE",1986,552,42,NA,"Zimbabwe"
"17549","AFG",1987,NA,NA,NA,"Afghanistan"
"17550","AGO",1987,NA,NA,NA,"Angola"
"17551","ALB",1987,339,42,1947,"Albania"
"17552","ARE",1987,NA,NA,NA,"United Arab Emirates"
"17553","ARG",1987,160,42,1934,"Argentina"
"17554","ARM",1987,371,42,1912,"Armenia"
"17555","AUS",1987,900,42,1944,"Australia"
"17556","AUT",1987,305,42,1888,"Austria"
"17557","AZE",1987,373,42,1912,"Azerbaijan"
"17558","BDI",1987,516,42,NA,"Burundi"
"17559","BEL",1987,211,42,1894,"Belgium"
"17560","BEN",1987,434,42,1952,"Benin"
"17561","BFA",1987,439,42,1952,"Burkina Faso"
"17562","BGD",1987,771,42,1939,"Bangladesh"
"17563","BGR",1987,355,42,1918,"Bulgaria"
"17564","BHR",1987,692,42,NA,"Bahrain"
"17565","BIH",1987,NA,NA,NA,"Bosnia & Herzegovina"
"17566","BLR",1987,370,42,1955,"Belarus"
"17567","BOL",1987,145,42,1949,"Bolivia"
