"","iso3","year","cow_code","x1","toa","country_names"
"2225","MDA",1893,359,42,1993,"Moldova"
"2226","MDG",1893,580,42,1952,"Madagascar"
"2227","MEX",1893,70,42,1943,"Mexico"
"2228","MKD",1893,NA,NA,NA,"North Macedonia"
"2229","MLI",1893,432,42,1952,"Mali"
"2230","MMR",1893,775,42,1954,"Myanmar (Burma)"
"2231","MNE",1893,NA,NA,NA,"Montenegro"
"2232","MNG",1893,NA,NA,NA,"Mongolia"
"2233","MOZ",1893,NA,NA,NA,"Mozambique"
"2234","MRT",1893,435,42,1952,"Mauritania"
"2235","MUS",1893,590,42,NA,"Mauritius"
"2236","MWI",1893,553,42,NA,"Malawi"
"2237","MYS",1893,820,42,1951,"Malaysia"
"2238","NAM",1893,565,42,1994,"Namibia"
"2239","NER",1893,436,42,1952,"Niger"
"2240","NGA",1893,475,42,NA,"Nigeria"
"2241","NIC",1893,93,42,1956,"Nicaragua"
"2242","NLD",1893,210,42,1931,"Netherlands"
"2243","NOR",1893,385,42,1909,"Norway"
"2244","NPL",1893,790,42,NA,"Nepal"
"2245","NZL",1893,920,42,1938,"New Zealand"
"2246","OMN",1893,698,42,NA,"Oman"
"2247","PAK",1893,770,42,1962,"Pakistan"
"2248","PAN",1893,95,42,1941,"Panama"
"2249","PER",1893,135,42,1936,"Peru"
"2250","PHL",1893,840,42,1954,"Philippines"
"2251","PNG",1893,910,42,NA,"Papua New Guinea"
"2252","POL",1893,290,42,1920,"Poland"
"2253","PRK",1893,NA,NA,NA,"North Korea"
"2254","PRT",1893,235,42,1935,"Portugal"
"2255","PRY",1893,150,42,1943,"Paraguay"
"2256","QAT",1893,694,42,NA,"Qatar"
"2257","ROU",1893,360,42,1930,"Romania"
"2258","RUS",1893,365,42,1912,"Russia"
"2259","RWA",1893,517,42,NA,"Rwanda"
"2260","SAU",1893,670,42,NA,"Saudi Arabia"
"2261","SDN",1893,625,42,NA,"Sudan"
"2262","SEN",1893,433,42,1952,"Senegal"
"2263","SGP",1893,830,42,1953,"Singapore"
"2264","SLB",1893,940,42,NA,"Solomon Islands"
"2265","SLE",1893,451,42,NA,"Sierra Leone"
"2266","SLV",1893,92,42,1949,"El Salvador"
"2267","SOM",1893,NA,NA,NA,"Somalia"
"2268","SRB",1893,345,42,1922,"Serbia"
"2269","SSD",1893,NA,NA,NA,"South Sudan"
"2270","SUR",1893,NA,NA,NA,"Suriname"
"2271","SVK",1893,317,42,1888,"Slovakia"
"2272","SVN",1893,349,42,1922,"Slovenia"
"2273","SWE",1893,380,42,1891,"Sweden"
"2274","SWZ",1893,572,42,NA,"Eswatini"
"2275","SYR",1893,652,42,NA,"Syria"
"2276","TCD",1893,483,42,1952,"Chad"
"2277","TGO",1893,461,42,1956,"Togo"
"2278","THA",1893,800,42,1990,"Thailand"
"2279","TJK",1893,702,42,1997,"Tajikistan"
"2280","TKM",1893,701,42,1994,"Turkmenistan"
"2281","TLS",1893,NA,NA,NA,"Timor-Leste"
"2282","TTO",1893,52,42,1939,"Trinidad & Tobago"
"2283","TUN",1893,616,42,1960,"Tunisia"
"2284","TUR",1893,640,42,1945,"Turkey"
"2285","TZA",1893,510,42,1997,"Tanzania"
"2286","UGA",1893,500,42,NA,"Uganda"
"2287","UKR",1893,369,42,1912,"Ukraine"
"2288","URY",1893,165,42,1958,"Uruguay"
"2289","USA",1893,2,42,1965,"United States"
"2290","UZB",1893,704,42,1955,"Uzbekistan"
"2291","VEN",1893,101,42,1940,"Venezuela"
"2292","VNM",1893,816,42,1961,"Vietnam"
"2293","YEM",1893,679,42,NA,"Yemen"
"2294","ZAF",1893,560,42,2001,"South Africa"
"2295","ZMB",1893,551,42,1973,"Zambia"
"2296","ZWE",1893,552,42,NA,"Zimbabwe"
"2297","AFG",1894,NA,NA,NA,"Afghanistan"
"2298","AGO",1894,NA,NA,NA,"Angola"
"2299","ALB",1894,339,42,1947,"Albania"
"2300","ARE",1894,NA,NA,NA,"United Arab Emirates"
"2301","ARG",1894,160,42,1934,"Argentina"
"2302","ARM",1894,371,42,1912,"Armenia"
"2303","AUS",1894,900,42,1944,"Australia"
"2304","AUT",1894,305,42,1888,"Austria"
"2305","AZE",1894,373,42,1912,"Azerbaijan"
"2306","BDI",1894,516,42,NA,"Burundi"
"2307","BEL",1894,211,42,1894,"Belgium"
"2308","BEN",1894,434,42,1952,"Benin"
"2309","BFA",1894,439,42,1952,"Burkina Faso"
"2310","BGD",1894,771,42,1939,"Bangladesh"
"2311","BGR",1894,355,42,1918,"Bulgaria"
"2312","BHR",1894,692,42,NA,"Bahrain"
"2313","BIH",1894,NA,NA,NA,"Bosnia & Herzegovina"
"2314","BLR",1894,370,42,1955,"Belarus"
"2315","BOL",1894,145,42,1949,"Bolivia"
"2316","BRA",1894,140,42,1923,"Brazil"
"2317","BTN",1894,NA,NA,NA,"Bhutan"
"2318","BWA",1894,571,42,NA,"Botswana"
"2319","CAF",1894,482,42,1952,"Central African Republic"
"2320","CAN",1894,20,42,1996,"Canada"
"2321","CHE",1894,225,42,1911,"Switzerland"
"2322","CHL",1894,155,42,1924,"Chile"
"2323","CHN",1894,710,42,1951,"China"
"2324","CIV",1894,437,42,1955,"Côte d’Ivoire"
"2325","CMR",1894,471,42,1956,"Cameroon"
"2326","COD",1894,490,42,NA,"Congo - Kinshasa"
"2327","COG",1894,484,42,1956,"Congo - Brazzaville"
"2328","COL",1894,100,42,1938,"Colombia"
"2329","COM",1894,NA,NA,NA,"Comoros"
"2330","CPV",1894,402,42,1976,"Cape Verde"
"2331","CRI",1894,94,42,1941,"Costa Rica"
"2332","CUB",1894,40,42,1934,"Cuba"
"2333","CYP",1894,352,42,1957,"Cyprus"
"2334","CZE",1894,316,42,1888,"Czechia"
"2335","DEU",1894,255,42,1883,"Germany"
"2336","DJI",1894,522,42,1956,"Djibouti"
"2337","DNK",1894,390,42,1892,"Denmark"
"2338","DOM",1894,42,42,1947,"Dominican Republic"
"2339","DZA",1894,615,42,1949,"Algeria"
"2340","ECU",1894,130,42,1935,"Ecuador"
"2341","EGY",1894,651,42,1959,"Egypt"
"2342","ESP",1894,230,42,1929,"Spain"
"2343","EST",1894,366,42,1924,"Estonia"
"2344","ETH",1894,530,42,NA,"Ethiopia"
"2345","FIN",1894,375,42,1963,"Finland"
"2346","FJI",1894,950,42,NA,"Fiji"
"2347","FRA",1894,220,42,1928,"France"
"2348","GAB",1894,481,42,1952,"Gabon"
"2349","GBR",1894,200,42,1911,"United Kingdom"
"2350","GEO",1894,372,42,1964,"Georgia"
"2351","GHA",1894,452,42,2003,"Ghana"
"2352","GIN",1894,438,42,1960,"Guinea"
"2353","GMB",1894,420,42,NA,"Gambia"
"2354","GNB",1894,NA,NA,NA,"Guinea-Bissau"
"2355","GNQ",1894,411,42,1947,"Equatorial Guinea"
"2356","GRC",1894,350,42,1922,"Greece"
"2357","GTM",1894,90,42,1952,"Guatemala"
"2358","GUY",1894,110,42,1969,"Guyana"
"2359","HND",1894,91,42,1959,"Honduras"
"2360","HRV",1894,344,42,1954,"Croatia"
"2361","HTI",1894,41,42,NA,"Haiti"
"2362","HUN",1894,310,42,1891,"Hungary"
"2363","IDN",1894,850,42,1957,"Indonesia"
"2364","IND",1894,750,42,1948,"India"
"2365","IRL",1894,205,42,1911,"Ireland"
"2366","IRN",1894,630,42,1949,"Iran"
"2367","IRQ",1894,NA,NA,NA,"Iraq"
"2368","ISR",1894,666,42,1953,"Israel"
"2369","ITA",1894,325,42,1912,"Italy"
"2370","JAM",1894,51,42,1965,"Jamaica"
"2371","JOR",1894,663,42,1978,"Jordan"
"2372","JPN",1894,740,42,1922,"Japan"
"2373","KAZ",1894,705,42,1999,"Kazakhstan"
"2374","KEN",1894,501,42,1966,"Kenya"
"2375","KGZ",1894,703,42,1922,"Kyrgyzstan"
"2376","KHM",1894,NA,NA,NA,"Cambodia"
"2377","KOR",1894,732,42,1963,"South Korea"
"2378","KWT",1894,690,42,NA,"Kuwait"
"2379","LAO",1894,812,42,1999,"Laos"
"2380","LBN",1894,660,42,1963,"Lebanon"
"2381","LBR",1894,450,42,1943,"Liberia"
"2382","LBY",1894,620,42,1958,"Libya"
"2383","LKA",1894,780,42,NA,"Sri Lanka"
"2384","LSO",1894,570,42,NA,"Lesotho"
"2385","LTU",1894,368,42,1925,"Lithuania"
"2386","LUX",1894,212,42,1901,"Luxembourg"
"2387","LVA",1894,367,42,1924,"Latvia"
"2388","MAR",1894,600,42,1959,"Morocco"
"2389","MDA",1894,359,42,1993,"Moldova"
"2390","MDG",1894,580,42,1952,"Madagascar"
"2391","MEX",1894,70,42,1943,"Mexico"
"2392","MKD",1894,NA,NA,NA,"North Macedonia"
"2393","MLI",1894,432,42,1952,"Mali"
"2394","MMR",1894,775,42,1954,"Myanmar (Burma)"
"2395","MNE",1894,NA,NA,NA,"Montenegro"
"2396","MNG",1894,NA,NA,NA,"Mongolia"
"2397","MOZ",1894,NA,NA,NA,"Mozambique"
"2398","MRT",1894,435,42,1952,"Mauritania"
"2399","MUS",1894,590,42,NA,"Mauritius"
"2400","MWI",1894,553,42,NA,"Malawi"
"2401","MYS",1894,820,42,1951,"Malaysia"
"2402","NAM",1894,565,42,1994,"Namibia"
"2403","NER",1894,436,42,1952,"Niger"
"2404","NGA",1894,475,42,NA,"Nigeria"
"2405","NIC",1894,93,42,1956,"Nicaragua"
"2406","NLD",1894,210,42,1931,"Netherlands"
"2407","NOR",1894,385,42,1909,"Norway"
"2408","NPL",1894,790,42,NA,"Nepal"
"2409","NZL",1894,920,42,1938,"New Zealand"
"2410","OMN",1894,698,42,NA,"Oman"
"2411","PAK",1894,770,42,1962,"Pakistan"
"2412","PAN",1894,95,42,1941,"Panama"
"2413","PER",1894,135,42,1936,"Peru"
"2414","PHL",1894,840,42,1954,"Philippines"
"2415","PNG",1894,910,42,NA,"Papua New Guinea"
"2416","POL",1894,290,42,1920,"Poland"
"2417","PRK",1894,NA,NA,NA,"North Korea"
"2418","PRT",1894,235,42,1935,"Portugal"
"2419","PRY",1894,150,42,1943,"Paraguay"
"2420","QAT",1894,694,42,NA,"Qatar"
"2421","ROU",1894,360,42,1930,"Romania"
"2422","RUS",1894,365,42,1912,"Russia"
"2423","RWA",1894,517,42,NA,"Rwanda"
"2424","SAU",1894,670,42,NA,"Saudi Arabia"
"2425","SDN",1894,625,42,NA,"Sudan"
"2426","SEN",1894,433,42,1952,"Senegal"
"2427","SGP",1894,830,42,1953,"Singapore"
"2428","SLB",1894,940,42,NA,"Solomon Islands"
"2429","SLE",1894,451,42,NA,"Sierra Leone"
"2430","SLV",1894,92,42,1949,"El Salvador"
"2431","SOM",1894,NA,NA,NA,"Somalia"
"2432","SRB",1894,345,42,1922,"Serbia"
"2433","SSD",1894,NA,NA,NA,"South Sudan"
"2434","SUR",1894,NA,NA,NA,"Suriname"
"2435","SVK",1894,317,42,1888,"Slovakia"
"2436","SVN",1894,349,42,1922,"Slovenia"
"2437","SWE",1894,380,42,1891,"Sweden"
"2438","SWZ",1894,572,42,NA,"Eswatini"
"2439","SYR",1894,652,42,NA,"Syria"
"2440","TCD",1894,483,42,1952,"Chad"
"2441","TGO",1894,461,42,1956,"Togo"
"2442","THA",1894,800,42,1990,"Thailand"
"2443","TJK",1894,702,42,1997,"Tajikistan"
"2444","TKM",1894,701,42,1994,"Turkmenistan"
"2445","TLS",1894,NA,NA,NA,"Timor-Leste"
"2446","TTO",1894,52,42,1939,"Trinidad & Tobago"
"2447","TUN",1894,616,42,1960,"Tunisia"
"2448","TUR",1894,640,42,1945,"Turkey"
"2449","TZA",1894,510,42,1997,"Tanzania"
"2450","UGA",1894,500,42,NA,"Uganda"
"2451","UKR",1894,369,42,1912,"Ukraine"
"2452","URY",1894,165,42,1958,"Uruguay"
"2453","USA",1894,2,42,1965,"United States"
"2454","UZB",1894,704,42,1955,"Uzbekistan"
"2455","VEN",1894,101,42,1940,"Venezuela"
"2456","VNM",1894,816,42,1961,"Vietnam"
"2457","YEM",1894,679,42,NA,"Yemen"
"2458","ZAF",1894,560,42,2001,"South Africa"
"2459","ZMB",1894,551,42,1973,"Zambia"
"2460","ZWE",1894,552,42,NA,"Zimbabwe"
"2461","AFG",1895,NA,NA,NA,"Afghanistan"
"2462","AGO",1895,NA,NA,NA,"Angola"
"2463","ALB",1895,339,42,1947,"Albania"
"2464","ARE",1895,NA,NA,NA,"United Arab Emirates"
"2465","ARG",1895,160,42,1934,"Argentina"
"2466","ARM",1895,371,42,1912,"Armenia"
"2467","AUS",1895,900,42,1944,"Australia"
"2468","AUT",1895,305,42,1888,"Austria"
"2469","AZE",1895,373,42,1912,"Azerbaijan"
"2470","BDI",1895,516,42,NA,"Burundi"
"2471","BEL",1895,211,42,1894,"Belgium"
"2472","BEN",1895,434,42,1952,"Benin"
"2473","BFA",1895,439,42,1952,"Burkina Faso"
"2474","BGD",1895,771,42,1939,"Bangladesh"
"2475","BGR",1895,355,42,1918,"Bulgaria"
"2476","BHR",1895,692,42,NA,"Bahrain"
"2477","BIH",1895,NA,NA,NA,"Bosnia & Herzegovina"
"2478","BLR",1895,370,42,1955,"Belarus"
"2479","BOL",1895,145,42,1949,"Bolivia"
"2480","BRA",1895,140,42,1923,"Brazil"
"2481","BTN",1895,NA,NA,NA,"Bhutan"
"2482","BWA",1895,571,42,NA,"Botswana"
"2483","CAF",1895,482,42,1952,"Central African Republic"
"2484","CAN",1895,20,42,1996,"Canada"
"2485","CHE",1895,225,42,1911,"Switzerland"
"2486","CHL",1895,155,42,1924,"Chile"
"2487","CHN",1895,710,42,1951,"China"
"2488","CIV",1895,437,42,1955,"Côte d’Ivoire"
"2489","CMR",1895,471,42,1956,"Cameroon"
"2490","COD",1895,490,42,NA,"Congo - Kinshasa"
"2491","COG",1895,484,42,1956,"Congo - Brazzaville"
"2492","COL",1895,100,42,1938,"Colombia"
"2493","COM",1895,NA,NA,NA,"Comoros"
"2494","CPV",1895,402,42,1976,"Cape Verde"
"2495","CRI",1895,94,42,1941,"Costa Rica"
"2496","CUB",1895,40,42,1934,"Cuba"
"2497","CYP",1895,352,42,1957,"Cyprus"
"2498","CZE",1895,316,42,1888,"Czechia"
"2499","DEU",1895,255,42,1883,"Germany"
"2500","DJI",1895,522,42,1956,"Djibouti"
"2501","DNK",1895,390,42,1892,"Denmark"
"2502","DOM",1895,42,42,1947,"Dominican Republic"
"2503","DZA",1895,615,42,1949,"Algeria"
"2504","ECU",1895,130,42,1935,"Ecuador"
"2505","EGY",1895,651,42,1959,"Egypt"
"2506","ESP",1895,230,42,1929,"Spain"
"2507","EST",1895,366,42,1924,"Estonia"
"2508","ETH",1895,530,42,NA,"Ethiopia"
"2509","FIN",1895,375,42,1963,"Finland"
"2510","FJI",1895,950,42,NA,"Fiji"
"2511","FRA",1895,220,42,1928,"France"
"2512","GAB",1895,481,42,1952,"Gabon"
"2513","GBR",1895,200,42,1911,"United Kingdom"
"2514","GEO",1895,372,42,1964,"Georgia"
"2515","GHA",1895,452,42,2003,"Ghana"
"2516","GIN",1895,438,42,1960,"Guinea"
"2517","GMB",1895,420,42,NA,"Gambia"
"2518","GNB",1895,NA,NA,NA,"Guinea-Bissau"
"2519","GNQ",1895,411,42,1947,"Equatorial Guinea"
"2520","GRC",1895,350,42,1922,"Greece"
"2521","GTM",1895,90,42,1952,"Guatemala"
"2522","GUY",1895,110,42,1969,"Guyana"
"2523","HND",1895,91,42,1959,"Honduras"
"2524","HRV",1895,344,42,1954,"Croatia"
"2525","HTI",1895,41,42,NA,"Haiti"
"2526","HUN",1895,310,42,1891,"Hungary"
"2527","IDN",1895,850,42,1957,"Indonesia"
"2528","IND",1895,750,42,1948,"India"
"2529","IRL",1895,205,42,1911,"Ireland"
"2530","IRN",1895,630,42,1949,"Iran"
"2531","IRQ",1895,NA,NA,NA,"Iraq"
"2532","ISR",1895,666,42,1953,"Israel"
"2533","ITA",1895,325,42,1912,"Italy"
"2534","JAM",1895,51,42,1965,"Jamaica"
"2535","JOR",1895,663,42,1978,"Jordan"
"2536","JPN",1895,740,42,1922,"Japan"
"2537","KAZ",1895,705,42,1999,"Kazakhstan"
"2538","KEN",1895,501,42,1966,"Kenya"
"2539","KGZ",1895,703,42,1922,"Kyrgyzstan"
"2540","KHM",1895,NA,NA,NA,"Cambodia"
"2541","KOR",1895,732,42,1963,"South Korea"
"2542","KWT",1895,690,42,NA,"Kuwait"
"2543","LAO",1895,812,42,1999,"Laos"
"2544","LBN",1895,660,42,1963,"Lebanon"
"2545","LBR",1895,450,42,1943,"Liberia"
"2546","LBY",1895,620,42,1958,"Libya"
"2547","LKA",1895,780,42,NA,"Sri Lanka"
"2548","LSO",1895,570,42,NA,"Lesotho"
"2549","LTU",1895,368,42,1925,"Lithuania"
"2550","LUX",1895,212,42,1901,"Luxembourg"
"2551","LVA",1895,367,42,1924,"Latvia"
"2552","MAR",1895,600,42,1959,"Morocco"
"2553","MDA",1895,359,42,1993,"Moldova"
"2554","MDG",1895,580,42,1952,"Madagascar"
"2555","MEX",1895,70,42,1943,"Mexico"
"2556","MKD",1895,NA,NA,NA,"North Macedonia"
"2557","MLI",1895,432,42,1952,"Mali"
"2558","MMR",1895,775,42,1954,"Myanmar (Burma)"
"2559","MNE",1895,NA,NA,NA,"Montenegro"
"2560","MNG",1895,NA,NA,NA,"Mongolia"
"2561","MOZ",1895,NA,NA,NA,"Mozambique"
"2562","MRT",1895,435,42,1952,"Mauritania"
"2563","MUS",1895,590,42,NA,"Mauritius"
"2564","MWI",1895,553,42,NA,"Malawi"
"2565","MYS",1895,820,42,1951,"Malaysia"
"2566","NAM",1895,565,42,1994,"Namibia"
"2567","NER",1895,436,42,1952,"Niger"
"2568","NGA",1895,475,42,NA,"Nigeria"
"2569","NIC",1895,93,42,1956,"Nicaragua"
"2570","NLD",1895,210,42,1931,"Netherlands"
"2571","NOR",1895,385,42,1909,"Norway"
"2572","NPL",1895,790,42,NA,"Nepal"
"2573","NZL",1895,920,42,1938,"New Zealand"
"2574","OMN",1895,698,42,NA,"Oman"
"2575","PAK",1895,770,42,1962,"Pakistan"
"2576","PAN",1895,95,42,1941,"Panama"
"2577","PER",1895,135,42,1936,"Peru"
"2578","PHL",1895,840,42,1954,"Philippines"
"2579","PNG",1895,910,42,NA,"Papua New Guinea"
"2580","POL",1895,290,42,1920,"Poland"
"2581","PRK",1895,NA,NA,NA,"North Korea"
"2582","PRT",1895,235,42,1935,"Portugal"
"2583","PRY",1895,150,42,1943,"Paraguay"
"2584","QAT",1895,694,42,NA,"Qatar"
"2585","ROU",1895,360,42,1930,"Romania"
"2586","RUS",1895,365,42,1912,"Russia"
"2587","RWA",1895,517,42,NA,"Rwanda"
"2588","SAU",1895,670,42,NA,"Saudi Arabia"
"2589","SDN",1895,625,42,NA,"Sudan"
"2590","SEN",1895,433,42,1952,"Senegal"
"2591","SGP",1895,830,42,1953,"Singapore"
"2592","SLB",1895,940,42,NA,"Solomon Islands"
"2593","SLE",1895,451,42,NA,"Sierra Leone"
"2594","SLV",1895,92,42,1949,"El Salvador"
"2595","SOM",1895,NA,NA,NA,"Somalia"
"2596","SRB",1895,345,42,1922,"Serbia"
"2597","SSD",1895,NA,NA,NA,"South Sudan"
"2598","SUR",1895,NA,NA,NA,"Suriname"
"2599","SVK",1895,317,42,1888,"Slovakia"
"2600","SVN",1895,349,42,1922,"Slovenia"
"2601","SWE",1895,380,42,1891,"Sweden"
"2602","SWZ",1895,572,42,NA,"Eswatini"
"2603","SYR",1895,652,42,NA,"Syria"
"2604","TCD",1895,483,42,1952,"Chad"
"2605","TGO",1895,461,42,1956,"Togo"
"2606","THA",1895,800,42,1990,"Thailand"
"2607","TJK",1895,702,42,1997,"Tajikistan"
"2608","TKM",1895,701,42,1994,"Turkmenistan"
"2609","TLS",1895,NA,NA,NA,"Timor-Leste"
"2610","TTO",1895,52,42,1939,"Trinidad & Tobago"
"2611","TUN",1895,616,42,1960,"Tunisia"
"2612","TUR",1895,640,42,1945,"Turkey"
"2613","TZA",1895,510,42,1997,"Tanzania"
"2614","UGA",1895,500,42,NA,"Uganda"
"2615","UKR",1895,369,42,1912,"Ukraine"
"2616","URY",1895,165,42,1958,"Uruguay"
"2617","USA",1895,2,42,1965,"United States"
"2618","UZB",1895,704,42,1955,"Uzbekistan"
"2619","VEN",1895,101,42,1940,"Venezuela"
"2620","VNM",1895,816,42,1961,"Vietnam"
"2621","YEM",1895,679,42,NA,"Yemen"
"2622","ZAF",1895,560,42,2001,"South Africa"
"2623","ZMB",1895,551,42,1973,"Zambia"
"2624","ZWE",1895,552,42,NA,"Zimbabwe"
"2625","AFG",1896,NA,NA,NA,"Afghanistan"
"2626","AGO",1896,NA,NA,NA,"Angola"
"2627","ALB",1896,339,42,1947,"Albania"
"2628","ARE",1896,NA,NA,NA,"United Arab Emirates"
"2629","ARG",1896,160,42,1934,"Argentina"
"2630","ARM",1896,371,42,1912,"Armenia"
"2631","AUS",1896,900,42,1944,"Australia"
"2632","AUT",1896,305,42,1888,"Austria"
"2633","AZE",1896,373,42,1912,"Azerbaijan"
"2634","BDI",1896,516,42,NA,"Burundi"
